green_space_id,green_space_name,address,bmc_department,ward_code_source,twitter_handle,website,latitude,longitude,source_file,source,coordinate_valid
2109,Signature Garden,,,,,,18.968419,72.803214,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2110,"Late Shri. N. G. Acharya Udyan,",,,,,,19.05295,72.9004327,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2111,"Bharatratna Dr. Babasaheb Ambedkar Udyan,",,,,,,19.0599227,72.9006155,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2112,Swatantrya Sainik Udyan,,,,,,19.0502104,72.9004349,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2113,"Late Shri. D. K. Sandu Udyan,",,,,,,19.0561632,72.8977791,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2114,"Gangamata Udyan,",,,,,,19.0594956,72.8878002,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2115,"CTS No FP NO 483,489 Garden plot",,,,,,19.092,72.844,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2116,"Shyam Nagar Talao, CTS No 18 F,19D",,,,,,19.1382303,72.863219,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2117,"Sitaram Purshottam Sathe Udyan,CTS No . F.P 91, Tikka N0 TPS II",,,,,,19.0995014,72.8486451,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2118,"Swatantrya Veer Savarkar Udyan,CTS No 582",,,,,,19.1049245,72.8460155,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2119,"Sadguru Wamanrao Pai Udyan, CTS No. 21/D",,,,,,19.136,72.864,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2120,"CTS no. 1025, FP no. 112, TPS-II,",,,,,,19.1006698,72.8501848,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2121,"CTS No.1189, of",,,,,,19.1130974,72.8765423,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2122,"Near Milan subway, CTS No FP 521 TPS V,",,,,,,19.0908925,72.8433077,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2123,Plot below Milan Flyover,,,,,,19.0908925,72.8433077,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2124,CTS No. 657 658 Marol Andheri east,,,,,,19.1135414,72.8838349,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2125,CTS No.1483/C,,,,,,19.1037887,72.8769947,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2126,Sant Tukaram Maharaj Park CTS no 131/A/1/E,,,,,,19.1108841,72.8610686,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2127,"MeenaTai Thackeray Udyan, CTS NO 30, 37 part, 338 part, Hissa No 15/16 ,",,,,,,19.1081654,72.8601698,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2128,CTS NO 169/3,,,,,,19.136,72.864,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2129,"Sanghnirmata Dr. Keshav Baliram Hedgewar Maidan, CTS No FP NO 1 and 2,",,,,,,19.1033163,72.8500379,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2130,"Sainagar Maidan, CTS NO 458 part, 459 part,",,,,,,19.1140822,72.8470367,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2131,CTS NO 330 part,,,,,,19.1295322,72.8557962,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2132,"CTS No 168/6, 167 A part, Survey No 34, Hissa No 2,",,,,,,19.137,72.867,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2133,"CTS NO 424, TPS 5,",,,,,,19.0950935,72.8446274,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2134,"Shahaji Raaje Kreedangan , CTS NO 418/C",,,,,,19.1069202,72.8482579,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2135,"CTS No. 1296, S.No.153",,,,,,19.1153103,72.876258,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2136,Vishwakarma Kridangan,,,,,,19.1104721,72.8525223,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2137,"Shriman Balasaheb Thakare Kridangan, CTS No. 175 B,176 A",,,,,,19.106049,72.8625557,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2138,"CTS NO 294, Tikka No 16, 17",,,,,,19.1004621,72.8685336,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2139,"Bharatratna Dr. Babasaheb Ambedkar Maidan, CTS No 40/E,",,,,,,19.126,72.829,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2140,"Shri Gagangiri Maharaj Maidan, CTS NO 481,",,,,,,19.131,72.863,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2141,"Parampujya Swami Shri Gagangiri Maharaj Kridangan,",,,,,,19.1070598,72.865122,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2142,"Chattrapati Shivaji Maharaj Kridangan, CTS No 371/B,373, 375/B, 375/C, 376",,,,,,19.1297138,72.8589401,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2143,"CTS No, 368/2A and 2 B,",,,,,,19.1310499,72.8640147,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2144,"CTS No, 368/294",,,,,,19.1248767,72.8621667,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2145,"Waman Mangesh Dubhashi Kridangan, CTS NO FP NO 296, TPS 2,",,,,,,19.0979239,72.8513647,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2146,"Dadasaheb Tatha Shrikrushna Ghaisas Maidan, CTS No. 60 ,",,,,,,19.1326855,72.8506628,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2147,CTS No. 399,,,,,,19.1179056,72.8595127,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2148,CTS No 20 B,,,,,,19.125,72.864,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2149,"CTS No 445/B,445/C,448/B Hissa No 1, survey No 55",,,,,,19.112,72.881,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2150,"Shree Sai- leela Manoranjan Maidan,CTS No.382(B)",,,,,,19.127,72.859,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2151,"Shahid Vijay Salaskar Manoranjan Maidan,",,,,,,19.1373752,72.8655941,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2152,CTS No. 55/7,,,,,,19.1157525,72.8739369,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2153,"Bharat van Udyan,CTS NO 132/A/C/D",,,,,,19.1233774,72.8865563,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2154,CTS NO 191/5,,,,,,19.1340584,72.8702224,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2155,"Matoshri Meenatai Thackeray Maidan,CTS NO 188 & 189",,,,,,19.1367561,72.8709276,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2156,"CTS No 498A/2/3/4,448-D Hissa No 4, Survey No 56",,,,,,19.1127053,72.8820402,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2157,"Sant Dyaneshwar Maharaj Manoranjan Maidan , CTS No. 131/A/1/D",,,,,,19.11,72.86,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2158,"CTS NO 53 P, 54 P, Tikka No 13",,,,,,19.142,72.854,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2159,CTS No 298A/1,,,,,,19.1179164,72.8853976,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2160,CTS 40 B,,,,,,19.127,72.849,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2161,"Shaheed Tukaram Ombale Manoranjan Maidan,CTS No 242, Tikka No 12-20 Known as Govind wadi Talao,",,,,,,19.1179056,72.8595127,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2162,"CTS No 238/C,234 /D",,,,,,19.1173691,72.8623259,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2163,"Mahakali Ganesh Maidan,CTS NO 522 (P) 524, 525, 526",,,,,,19.1292796,72.8690866,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2164,"CTS NO 294/D, Hissa No 3, 4 & 5, Survey No. 24,",,,,,,19.114,72.857,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2165,"Shri K.K. Bhaiyyaji Krishnkumar Bhaiyyaji Manaranjan Maidan, CTS NO 443/B, Hissa No 10, Survey No 56,",,,,,,19.109,72.865,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2166,"Veer Abdul Hameed Manoranjan Maidan, CTS NO 1613/4B/1, Hissa No 1 part, Survey No 86, Hiss No 2,5,7,10, 11 part, Survey No 113, Kondivita Village, Lele Wadi, Village Marol, Andheri (East)",,,,,,19.106,72.88,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2167,"Mother Teresa Manoranjan Maidan, CTS No 398/B/part R.G Survey No 89 A1",,,,,,19.1085591,72.861565,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2168,"Shri Swami Samarth Manoranjan Maidan,CTS NO 368/2C",,,,,,19.131,72.863,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2169,"Playground at Borla Village, Moti Baug, CTS No.619/27, Village Borla",,,,,,19.0498802,72.9084002,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2170,"Baba Hardev Singh Gardesn,TDR Plot at Borla Village CTS No.619/2, 619/3 (pt)",,,,,,19.0500027,72.9075812,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2171,"TDR plot at Anik village Depot. CTS no. 214-C,",,,,,,19.0320261,72.8905917,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2172,"PG plot at Collectors colony CTS no. 453/B, 454 (pt), Wadhavali, Chembur",,,,,,19.0446,72.8914,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2173,"PG plot at Atur Park Road, Borla village, CTS no. 612/B, Chembur",,,,,,19.0502,72.9048,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2174,"P.G. Plot bearing CTS No. 586/9A, N. B. Patil Road",,,,,,19.0498802,72.9084002,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2175,"P.G. Plot bearing CTS No. 179, 179/137, Mukund Nagar, Chembur",,,,,,19.0333,72.8962,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2176,Dr. Ambedkar udyan,,,,,,19.052796,72.919011,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2177,Siddharth Udyan,,,,,,19.0580207,72.9122909,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2178,Sant Rohidas Udyan,,,,,,19.05092,72.923073,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2179,Kumar Bhupesh Udyan,,,,,,19.0551693,72.9225321,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2180,"Garden Plot,A Block ,",,,,,,19.05285,72.92021,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2181,"Mahatma Jyotiba Phule Udyan,",,,,,,19.0536945,72.9213525,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2182,"CTS NO.2/10, Garden Plot,Lotus Colony, Abdul Hameed Marg, Shivaji Nagar, Govandi.",,,,,,19.06535,72.92227,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2183,Shahid Ashok Kamate manoranjan maidan,,,,,,19.05745,72.92681,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2184,Amarnath Patil Manoranjan Maidan,,,,,,19.0509484,72.9148512,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2185,Rajarshi Shahu Maharaj Manoranjan Maidan,,,,,,19.0605,72.91652,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2186,Ustad Lahuji Salve manoranjan maidan,,,,,,19.052796,72.919011,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2187,Bindu Madhav Thakare manoranjan maidan,,,,,,19.0432581,72.9250467,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2188,Dattaram Ganpat Patil Manoranjan Maidan,,,,,,19.050832,72.9208329,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2189,Savitribai Phule Manoranjan Maidan,,,,,,19.15132,72.82895,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2190,RG Plot CTS No. 373/4 0f Deonar Village.,,,,,,19.04509,72.91647,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2191,"RG Plot CTS No. 767 (pt.) & 768 (pt.) Borla Village,Deonar Farm Road.",,,,,,19.04375,72.91317,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2192,Badalu Agrwal Manoranjan Maidan,,,,,,19.041714,72.935921,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2193,"CTS NO.769/2,Deonar Farm Road.",,,,,,19.04375,72.91317,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2194,Borabadevi Manoranjan Maidan,,,,,,19.0549671,72.9114067,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2195,"RG Plot at C.T.S. No. 169,Maravali , Rahulnagar",,,,,,19.04878,72.90587,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2196,"Dr. Keshav Baliram Hedgewar Udyan,",,,,,,19.074698,72.905323,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2197,Gopinth Munde Traffic Training park,,,,,,19.073648,72.8335222,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2198,"Nana Nani Park,",,,,,,19.03107,72.9050352,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2199,"Shrimad Vallabhacharya Rajawadi Udyan,",,,,,,19.0782719,72.9024994,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2200,"Lions children Park,",,,,,,19.0761059,72.9060018,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2201,"Subhash Chandra Bose Udyan,",,,,,,19.0883959,72.9105931,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2202,"Saint Gadge Maharaj Udyan,",,,,,,19.0945843,72.913094,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2203,"Kesharwala Udyan,",,,,,,19.0797566,72.9053676,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2204,"Saibaba Udyan,",,,,,,19.0863054,72.9110804,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2205,"Rajkamal Udyan,",,,,,,19.0943743,72.9103092,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2206,"Jaswantrai Mehta Udyan,",,,,,,19.0832086,72.9070893,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2207,"Dr.Babasaheb Amedkar Udyan,",,,,,,19.0604916,72.8493048,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2208,"Shankar Genuji Adangale baba Udyan,",,,,,,19.0604916,72.8493048,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2209,"A Block Udyan,",,,,,,19.097045,72.904438,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2210,"H Block Udyan,",,,,,,19.0994463,72.9031464,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2211,S.M. Jadhav Udyan,,,,,,19.0844709,72.9101371,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2212,"Nana Nani Park,",,,,,,19.03107,72.9050352,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2213,"50 B, recreation ground",,,,,,19.03107,72.9050352,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2214,"Kamgar Nete Dattaji Salvi Maidan,",,,,,,19.1009832,72.9041374,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2215,"Gen Arun Kumar Vaidya maidan,",,,,,,19.0825705,72.9114236,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2216,Acharya Atre Maidan,,,,,,19.0852737,72.9147921,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2217,Dadaseb Gaikawad Udyan,,,,,,19.05285,72.92021,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2218,"Garden Plot ,Garden Plot in Gautam Nagar Colony No.1,Govandi",,,,,,19.0583836,72.9135594,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2219,"Usha Suresh Patil udyan,",,,,,,19.05745,72.92681,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2220,Dr. Babasaheb Ambedkar Udyan,,,,,,19.0608169,72.921726,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2221,"Shree Swami Samarth Udyan ,",,,,,,19.0571547,72.9238363,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2222,Name,,,,,,19.05279,72.920349,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2223,Sahid Ashok Kamate manoranjan maidan,,,,,,19.06535,72.92227,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2224,Name,,,,,,19.06535,72.92227,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2225,"Shriman Balasaheb Thakare Play ground ,",,,,,,19.05279,72.920349,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2226,Dindayl Upadhyay Udyan,,,,,,19.0388637,72.9454013,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2227,"Mahavir Education Trust Kridangan ,",,,,,,19.04757,72.9211,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2228,Bashir Mohd. Mulla Maidan,,,,,,19.04447,72.92948,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2229,"KrantiSingh Lahuji Salve Maidan ,",,,,,,19.0447328,72.929593,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2230,"Lokanete Gopinath Munde Play ground ,",,,,,,19.01174,72.89833,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2231,"Dr. A. P.J. abdul kalam maidan ,",,,,,,19.0564776,72.9261071,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2232,"Karbala Maidan,",,,,,,19.039881,72.9501975,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2233,Lokashahir Annabhau sathe Play ground,,,,,,19.05134,72.90877,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2234,"PG Plot CTS No.166 B,",,,,,,19.05449,72.91484,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2235,"CTS No. 342 , Aanik Village,",,,,,,19.01174,72.89833,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2236,Sharadbhau Acharya Maidan,,,,,,19.01733,72.89024,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2237,Name,,,,,,19.01733,72.89024,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2238,Dr. Babasaheb Ambedkar Maidan,,,,,,19.07402,72.86984,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2239,Mata Ramabai Ambedkar Maidan,,,,,,19.12748,72.82171,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2240,Chhatrapati Shahu Maharaj manoranjan maidan,,,,,,19.028742,72.9328919,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2241,Sahakar Maharshi Rajaram Bapu Patil R.G.,,,,,,19.05745,72.92681,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2242,J. Navmal Maidan,,,,,,19.05459,72.8985,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2243,Garden Plot adjoining S. N. Acharya School,,,,,,19.0282509,72.8903443,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2244,"Garden Plot Near Gandhi Maidan,",,,,,,19.0580167,72.8979786,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2245,"Garden Plot Near Sai Arpan Building, Mysure Colony, Chembur CTS No.200/B, 201 Village Anik",,,,,,19.0320261,72.8905917,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2246,"Bhakti Park Garden,",,,,,,19.0285,72.8807,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2247,"TDR plot at Anik village Depot, CTS no. 214, 214 (pt), 216 (pt), 214 F (pt), 215 E (pt)",,,,,,19.0285,72.8807,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2248,"Lokshahir Annabhau Sathe Udyan,",,,,,,19.0539741,72.8844875,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2249,"Jaitwan Udyan,",,,,,,19.0609197,72.8898623,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2250,"Sadguru Jairamdas Kunj Udyan,",,,,,,19.051272,72.892341,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2251,"Late Shri. R. H. Shisode Udyan,",,,,,,19.0596998,72.9034326,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2252,"Playground Near Smruti Building, Pestom Sagar. CTS No.623 (pt.)",,,,,,19.0706337,72.9047069,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2253,"R.G. Vatsalatai Naik Nagar, Suman Nagar, E.E. Highway, Chembur CTS No.116 (pt.)/ 123 (pt)",,,,,,19.0529299,72.8838697,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2254,R.G. Near Kangra Bhavan,,,,,,19.0724393,72.9034614,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2255,"R.G. at Anik Village Mysure Colony Road, Near Mithul Enclave, Chembur CTS No. 217/B",,,,,,19.0320261,72.8905917,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2256,"R.G. at Anik Village Mysure Colony Road, Near Mithul Enclave, Chembur CTS no.217(C),Mahul Village",,,,,,19.0320261,72.8905917,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
2257,"Garden at Vrindavan Colony, Tilak Nagar, Chembur CTS No.7",,,,,,19.07173,72.89996,mumbai_green_spaces.kml,"BMC / OpenCity Mumbai Public Gardens, Parks and Zoos dataset",True
