facility_id,name,service_type,address,ward_code,longitude,latitude,source,source_file,source_id,verification_status,geometry
HC_00240,Matoshri Ramabai Thackeray Maternity Home Ghatkopar,maternity_hospital,"Matoshree Ramabai Thakrey Mun. Mat. Home, Ganesh Maidan, Poddar Mill Compound, Ghatkopar (West), Mumbai - 86",N,72.89,19.05,Mumbai OpenCity / BMC,Mumbai City Public Maternity Hospitals Map.kml,24,source_verified,POINT Z (72.89 19.05 0)
HC_00241,"Dr.Babasaheb Ambedkar Maternity Home, Tagore Nagar",maternity_hospital,"Dr. Babasaheb Ambedkar Mun. Mat. Home, Ground No.7, Tagore Nagar, Vikhroli (East) Mumbai – 83",S,72.94,19.12,Mumbai OpenCity / BMC,Mumbai City Public Maternity Hospitals Map.kml,25,source_verified,POINT Z (72.94 19.12 0)
HC_00242,"Savitribai Jyotiba Phule Maternity Home, Bhandup",maternity_hospital,"Bhandup Mun. Mat. Home, Motichand Premises, Savitribai Phule Marg, LBS Road, Bhandup (W), Mumbai – 78.",S,72.93,19.15,Mumbai OpenCity / BMC,Mumbai City Public Maternity Hospitals Map.kml,26,source_verified,POINT Z (72.93 19.15 0)
HC_00243,Lal Bahadur Shastri Marg Mat. Home,maternity_hospital,"Lal Bahadur Shastri Marg Mat. Home, Near S.G. International School, Besides Kockreja Complex, L.B.S. Road, Bhandup (W), Mumbai-78",S,72.93,19.15,Mumbai OpenCity / BMC,Mumbai City Public Maternity Hospitals Map.kml,27,source_verified,POINT Z (72.93 19.15 0)
HC_00244,Smt.Shyamkunwarbai Jatashankar Dosa Chanchani Mulund Maternity Home,maternity_hospital,"S. J. D. C. Mun. Mat. Home, Paanch Rasta, Mulund (W), Mumbai – 80.",T,72.95,19.18,Mumbai OpenCity / BMC,Mumbai City Public Maternity Hospitals Map.kml,28,source_verified,POINT Z (72.95 19.18 0)
HC_00245,The Bai Sakarbai Dinshaw Petit Veterinary Hospital,veterinary_hospital,"General Nagesh Road, St Xavier Street, Near Maharishi Dayanand College, Parel Mumbai - 400012.",,72.843391,18.997713,Mumbai OpenCity / BMC,Mumbai City Public Veterinary Hospitals Map.kml,1,source_verified,POINT Z (72.843391 18.997713 0)
HC_00246,The Pet Vet,veterinary_hospital,"Shop No.5, Gr. Floor, Vaswani Mansion, Dinshaw Vaccha Road,, Opp K C College, Churchgate, Mumbai, 400020",,72.8274614,18.9304004,Mumbai OpenCity / BMC,Mumbai City Public Veterinary Hospitals Map.kml,2,source_verified,POINT Z (72.827461 18.9304 0)
HC_00247,Bellevue Multispecialify Hospital,veterinary_hospital,"The Link, 1St Floor, Opp. D.N. Nagar Metro Station Gate No 3, Next To Audi Showroom, Opp. Star Bazaar, New Link Road Extension, Andheri, West, Sahakar Nagar, Azad Nagar, Andheri West, Mumbai, Maharashtra 400053",,72.831908,19.1290806,Mumbai OpenCity / BMC,Mumbai City Public Veterinary Hospitals Map.kml,3,source_verified,POINT Z (72.831908 19.129081 0)
HC_00248,Maruti Lane UPHC,uphc,"Colaba Mun.Disp, 1St Floor,55 Rajawadkar street colaba Mumbai-01/ Disp Mun.Disp,Maruti Lane,Mumbai",A,72.83,18.94,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,1,source_verified,POINT Z (72.83 18.94 0)
HC_00249,Colaba UPHC,uphc,"Colaba Mun.Disp, 1St Floor,55 Rajawadkar street colaba Mumbai-01/ Disp Mun.Disp,Maruti Lane,Mumbai",A,72.83,18.92,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,2,source_verified,POINT Z (72.83 18.92 0)
HC_00250,Panjrapole UPHC,uphc,"Panjrapole Health post, rama galli,2nd cross lane,Duncan road Mumbai - 400004",C,72.83,18.96,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,3,source_verified,POINT Z (72.83 18.96 0)
HC_00251,Chandanwadi UPHC,uphc,"Chandanwadi Municipal school, Chandanwadi, Marine Lines (E), Mumbai - 400002",C,72.8265,18.9463,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,4,source_verified,POINT Z (72.8265 18.9463 0)
HC_00252,Suryakant Vagal Maternity Home UPHC,uphc,"Zaobawadi health post ,near zaobawadi Ram Mandir, Thakurdwar , Charni Raod (E), Mumbai - 400002",C,72.82,18.95,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,5,source_verified,POINT Z (72.82 18.95 0)
HC_00253,Bane Compound UPHC,uphc,"Bane Compound Health Post, Gokuldham Society Opp.Shivram Bane Chawl,Mumbai Central (W),Mumbai - 400034",D,72.8183,18.9717,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,6,source_verified,POINT Z (72.8183 18.9717 0)
HC_00254,R S Nimkar UPHC,uphc,"Near Pratiksha Tower, Gr.Fl, Opp. R.S.Nimkar, Workshop Grant Road (W), Mumbai - 8.",D,72.82,18.97,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,7,source_verified,POINT Z (72.82 18.97 0)
HC_00255,Gaurabai UPHC,uphc,"Gaurabai Municiapl Dispensary,13th Kamathipura Lane,Byculla,Mumbai",E,72.83,18.97,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,8,source_verified,POINT Z (72.83 18.97 0)
HC_00256,Tadwadi UPHC,uphc,"Excel Residency , 1st Floor,Opp.Mazgaon Garden, New Nesbit road, Mazgaon ( W) Mumbai - 400010",E,72.8399,18.9687,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,9,source_verified,POINT Z (72.8399 18.9687 0)
HC_00257,Souter Street UPHC,uphc,"Meghraj Shethi marg,opp zula maidan,madanpura,Mumbai - 400008",E,72.83,18.97,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,10,source_verified,POINT Z (72.83 18.97 0)
HC_00258,Reay Road UPHC,uphc,"Reay Road HP,BIT chawl,Motishah Lane,Mubai - 400010",E,72.85,18.97,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,11,source_verified,POINT Z (72.85 18.97 0)
HC_00259,Naigaon MH UPHC,uphc,"Naigaon Mat HM,V.V. Dahiwalkar Buwa Marg Naigaon (W) Mumbai - 400014",FS,72.85,19.01,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,12,source_verified,POINT Z (72.85 19.01 0)
HC_00260,Family Welfare UPHC,uphc,"F/South Ward, 1st Floor, Parel Mumbai - 400012",FS,72.84,19.01,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,13,source_verified,POINT Z (72.84 19.01 0)
HC_00261,Abhyuday Nagar UPHC,uphc,"Abhyuday Nagar Hp ,thakarshi Jivraj marg , Near Zakeria Marg, cotton green,Mumbai - 400033",FS,72.85,18.99,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,14,source_verified,POINT Z (72.85 18.99 0)
HC_00262,Kidwai Nagar UPHC,uphc,"Rafi ahmed Kidwai ,Near Post office,Wadala,Mumbai- 400031",FS,72.85,19.01,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,15,source_verified,POINT Z (72.85 19.01 0)
HC_00263,New Transit Camp UPHC,uphc,"Dosti Elite,Opp ,SIES College,Sion,Mumbai.",FN,72.86,19.03,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,16,source_verified,POINT Z (72.86 19.03 0)
HC_00264,Wadala UPHC,uphc,"Wadala Municipal Dispensary, Near Wadala Railway station,Wadala ( W), Mumbai - 400037",FN,72.86,19.02,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,17,source_verified,POINT Z (72.86 19.02 0)
HC_00265,Raoli Camp MH UPHC,uphc,"Raoli Camp Health Post, Sion Koliwada, Near sardar nagar - 4 Bus stop,Mumbai - 400032",FN,72.87,19.04,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,18,source_verified,POINT Z (72.87 19.04 0)
HC_00266,Korba Mithagar UPHC,uphc,"Korba Mithagar Health Post,Opp.wadala, B.P.T Quarters, Wadala(E),mumbai - 400037",FN,72.86,19.02,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,19,source_verified,POINT Z (72.86 19.02 0)
HC_00267,Antop Hill UPHC,uphc,"Antop Hill Municipal Dispensary, shaikh Mistry Road, Near Antop Hill Bus depot, Mumbai - 400037",FN,72.87,19.03,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,20,source_verified,POINT Z (72.87 19.03 0)
HC_00268,Pratiksha NagarUPHC,uphc,"Pratiksha Nagar Health post,Dosti Elite, Opp S.I.E.S college,Sion (E),Mumbai - 400037",FN,72.87,19.04,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,21,source_verified,POINT Z (72.87 19.04 0)
HC_00269,LBS Marg UPHC,uphc,"Lal Bahadur Shastri Market, 1st Floor, Matunga Railway station(E),mumbai - 400019",FN,72.85,19.03,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,22,source_verified,POINT Z (72.85 19.03 0)
HC_00270,BDD Chawl UPHC,uphc,"Aururs chamber, Ground Floor,Near Jamburi maidan,Worli Mumbai-18",GS,72.82,19.0,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,23,source_verified,POINT Z (72.82 19 0)
HC_00271,Haji Mohhamad Haji Saboo Siddiqui Prabhadevi Maternity Home UPHC,uphc,"Haji Mohammed Haji saboo siddiqui Municipal maternity Home, Gamon House,Veer Swarkar Road,Prabhadevi,Mumbai - 400025",GS,72.83,19.02,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,24,source_verified,POINT Z (72.83 19.02 0)
HC_00272,Jijamata Nagar UPHC,uphc,"Kasturba Gandhi Nagar, Municipal school lokhandwala tower 2nd Floor, L.R.Papan Marg , Dainik Shivneri Marg,Worli ,mumbai - 400018",GS,72.82,18.99,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,25,source_verified,POINT Z (72.82 18.99 0)
HC_00273,MH School Compund UPHC,uphc,"M.H.Compound Municipal Dispensary ,Ground Floor Shiwalay Welfare Centre Building,sitaram Jadhav Marg, lower Parel Mumbai - 400011",GS,72.83,19.0,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,26,source_verified,POINT Z (72.83 19 0)
HC_00274,Worli Koliwada UPHC,uphc,"Worli Koliwada Health Post, Near Police Chowki,sangit kesharinath Buwa Bhoyemarg,worli koliwada,Mumbai - 400030",GS,72.8517,18.9615,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,27,source_verified,POINT Z (72.8517 18.9615 0)
HC_00275,Sasmira UPHC,uphc,"Sasmira Health Post, Behind Baneshwar Mandir,Sasmira Road,Worli Mumbai- 400031",GS,72.82,19.01,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,28,source_verified,POINT Z (72.82 19.01 0)
HC_00276,Curry Road UPHC,uphc,"Curry Road Health Post and Municipal Dispensary,Sakharam Baal Pawar Marg, Opp vaishanav sadan Building, Curry road(W.), mumbai -400013",GS,72.83,18.99,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,29,source_verified,POINT Z (72.83 18.99 0)
HC_00277,Shastri Nagar -2 UPHC,uphc,"Shastri nagar - II Health post , Behind dharavi Police station,Near Shramik Vidyapith 90 Feet Road,Dharavi Mumbai, 400017",GN,72.8558,19.0461,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,30,source_verified,POINT Z (72.8558 19.0461 0)
HC_00278,Bai Gulbai UPHC,uphc,"Bai Gulbai Municipal Dispensary,455 C wing, saint Anthony S.R.A. Co.opp. housing Society, Dipen Wadi,Bhawani Shankar Road, Dadar ( W.) mumbai - 400028",GN,72.84,19.02,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,31,source_verified,POINT Z (72.84 19.02 0)
HC_00279,Mahim MH UPHC,uphc,"Mahim Health Post,mahim Maternity Home, Dilip Gupte Road,Opp Shree Cinema,mahim , mumbai - 400016",GN,72.8402,19.0328,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,32,source_verified,POINT Z (72.8402 19.0328 0)
HC_00280,Welkarwadi UPHC,uphc,"Welkarwadi Municipal Dispensary,Welkarwadi Building No-1,Near M.H. Latif Chawl,Mahim Darga Road,Mahim mumbai - 400017",GN,72.84,19.04,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,33,source_verified,POINT Z (72.84 19.04 0)
HC_00281,Kumbharwada UPHC,uphc,"ML camp disp,Opp TATA power,ML camp,Dharavi - 400017",GN,72.85,19.04,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,34,source_verified,POINT Z (72.85 19.04 0)
HC_00282,Urban Health Centre UPHC,uphc,"Urban Health Cente UPHC,60 feet road,Opp markandey Building,Dharavi ,Mumbai -400017",GN,72.85,19.04,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,35,source_verified,POINT Z (72.85 19.04 0)
HC_00283,Pila Bunglow UPHC,uphc,"Pilla Bunglow Health Post, Behind Tamil Municipal school, near Hanuman temple, Kapada bazar,Dharavi Mumbai -400017",GN,72.86,19.05,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,36,source_verified,POINT Z (72.86 19.05 0)
HC_00284,Shanti Nagar UPHC,uphc,"Shanti nagar Disp, Shivaji Nagar, Near Hayat Hotel, Vakola bridge, Santacruz (E) Mum-55",HE,72.85,19.08,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,37,source_verified,POINT Z (72.85 19.08 0)
HC_00285,Swami Vivekanand Nagar UPHC,uphc,"S V Nagar Disp Swami vivekanand Dattatry Road, Vakola Bridge, Dattatry NSQ Home, Santacruz-East, Mumbai-400055",HE,72.85,19.08,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,38,source_verified,POINT Z (72.85 19.08 0)
HC_00286,Golibar UPHC,uphc,"Golibar HP opp Jawahar Nagar Disp Near Charnal masjid , Jawahar nagar, opp ambewadi police Chowky, Khar-East Mumbai-400051",HE,72.84,19.07,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,39,source_verified,POINT Z (72.84 19.07 0)
HC_00287,Kalina UPHC,uphc,"Kalina Disp, Near Geeta Vihar Hotel, Near Kalina Market, Kalina kurla Road Mumbai-400029",HE,72.86,19.08,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,40,source_verified,POINT Z (72.86 19.08 0)
HC_00288,Bharat Nagar II UPHC,uphc,"Bharat Nagar Disp (Gulabi Dawakhana) 2nd floor opp pathar Nagar busstop Nagar, Beside Bharat Nagar Muncipal School, disp Bharatnagar Bandra-East",HE,72.86,19.06,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,41,source_verified,POINT Z (72.86 19.06 0)
HC_00289,Kherwadi MH UPHC,uphc,"B. G. Kherwadi Mun. Mat. Home, Ram Mandir, Children complex kherwadi signal, Kherwadi, Bandra (East), Mumbai – 52.",HE,72.85,19.06,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,42,source_verified,POINT Z (72.85 19.06 0)
HC_00290,Gurunanak UPHC,uphc,"Gurunanak Mun. Disp, Ambedkar Road, Dr. Ambedkar Statue, Khar-West, mum-52",HW,72.83,19.07,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,43,source_verified,POINT Z (72.83 19.07 0)
HC_00291,Shastri Nagar UPHC,uphc,"BMC Colony, Next to Building No. 5, end link road, Santacruz West, Mum 400054",HW,72.84,19.09,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,44,source_verified,POINT Z (72.84 19.09 0)
HC_00292,Natwar Nagar UPHC,uphc,"Natwar Nagar Road no-5 Sheeljeet Bldg Ground Floor, 5th Road, Shankrwadi Bus stop, Jogeshwari-East, Mumbai-400060",KE,72.85,19.13,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,45,source_verified,POINT Z (72.85 19.13 0)
HC_00293,Sambhaji Nagar UPHC,uphc,"Sambhaji Nagar Ayurvedic Disp.Shahaji Raje Road, Near Agrawal Eye Hospital, Koldongri, Vile Parle, Mumbai -59",KE,72.85,19.11,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,46,source_verified,POINT Z (72.85 19.11 0)
HC_00294,Sahar Road UPHC,uphc,"Sahar Air port Hp, Vishal Hall, Gundvali KE ward office Gr. Floor Andheri (E)",KE,72.85,19.11,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,47,source_verified,POINT Z (72.85 19.11 0)
HC_00295,VN Shirodkar MH UPHC,uphc,"Trimurti Building , Ground floor, Ajmal Road, Vile-Parle (E), Mumbai – 54.",KE,72.85,19.11,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,48,source_verified,POINT Z (72.85 19.11 0)
HC_00296,Squatters Coloney MH UPHC,uphc,"Hari Nagar Disp, Near Hari Nagar Mun School, Near vasthu Building, Pump House, Hari Nagar Road Jogeshwari (East)",KE,72.86,19.14,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,49,source_verified,POINT Z (72.86 19.14 0)
HC_00297,Marol MH UPHC,uphc,"Marol Mun. Mat. Home, 4th floor Marol-Maroshi, Near Fire bridged Station, Marol Road, Andheri (East), Mumbai – 57.",KE,72.88,19.11,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,50,source_verified,POINT Z (72.88 19.11 0)
HC_00298,Versova UPHC,uphc,"Versova Disp, Versova, Yari Road, Last Stop (249 Bus Stop) Andheri-West Mumbai-400058",KW,72.81,19.14,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,51,source_verified,POINT Z (72.81 19.14 0)
HC_00299,Nusserwanji Jahangirji Wadia UPHC,uphc,"N.J. Wadia Mun. Disp Building, S.V. Road, Near Andheri Rly Station, Andheri West, Mumbai-400059",KW,72.85,19.12,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,52,source_verified,POINT Z (72.85 19.12 0)
HC_00300,Oshiwara MH UPHC,uphc,"Oshiwara Mun. Mat. Home, Near Ajit Glass Factory, Oshiwara, Jogeshwari (West)",KW,72.85,19.15,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,53,source_verified,POINT Z (72.85 19.15 0)
HC_00301,Banana Leaf UPHC,uphc,"Banan leaf disp , Near Juhu Bus Depot, Opp Lotus Eye Hosp, Near Juhu Bus Depot, Vileparle West",KW,72.85,19.13,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,54,source_verified,POINT Z (72.85 19.13 0)
HC_00302,Ram Mandir Road UPHC,uphc,"Indraprasth Building, Near Trikoni Ground,Motilal Nagar No-1, Goregoan (W)",PS,72.84,19.15,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,55,source_verified,POINT Z (72.84 19.15 0)
HC_00303,Sundar Nagar UPHC,uphc,"Sundar Nagar UPHC, Sunder nagar pavan baug road, opp saraf CollegeBmc building, Near Neelam Nursing Home, Malad (W), Mumbai - 400064.",PS,72.8962,19.1246,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,56,source_verified,POINT Z (72.8962 19.1246 0)
HC_00304,Topiwala Maternity Home Goregaon UPHC,uphc,"Goregoan MH HP,PCO Chowky gram panchayat road Statio Road, Near Goregaon Station, Goregoan (W)",PS,72.85,19.17,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,57,source_verified,POINT Z (72.85 19.17 0)
HC_00305,Riddhi Garden MH UPHC,uphc,"Riddhi Graden Dispensary, Near Valentain Apartment, Gen. AK vaidya marg, Flim City Road, Malad (East)",PN,72.87,19.18,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,58,source_verified,POINT Z (72.87 19.18 0)
HC_00306,Rathodi Village UPHC,uphc,"Rathodi Village Health post, Bali recidency, Opp Atlantis Hospital, Marve road, Malad (West), Mumbai- 400064.",PN,72.82,19.19,Mumbai OpenCity / BMC,Mumbai City UPHCs Map.kml,59,source_verified,POINT Z (72.82 19.19 0)
