pseudocode,student_boys,student_girls,student_total,girls_share_pct,teachers_total,teachers_male,teachers_female,teacher_student_ratio,female_teacher_share_pct,classrooms_good,classrooms_minor_repair,classrooms_major_repair,classrooms_total_observed,classrooms_repair_pct,boys_toilets,boys_functional_toilets,girls_toilets,girls_functional_toilets,functional_toilets_total,electricity_available,library_available,playground_available,ramps_available,handrails_available,computer_ict_lab_available,ict_lab_available,internet_available,cwsn_boys_toilets,cwsn_girls_toilets,cwsn_toilets_total
2786834,173.0,156.0,329.0,47.41641337386018,12,3,9,27.416666666666668,75.0,16,0,0,16,0.0,12,12,12,12,24,1,1,1,1,1,1,9,1,2,2,4
2787336,52.0,0.0,52.0,0.0,5,2,3,10.4,60.0,3,0,0,3,0.0,2,2,1,1,3,1,1,1,1,1,1,2,1,1,1,2
2794426,10.0,6.0,16.0,37.5,3,2,1,5.333333333333333,33.33333333333333,3,0,0,3,0.0,1,1,1,1,2,1,1,2,2,9,2,9,1,0,0,0
2796955,201.0,223.0,424.0,52.594339622641506,29,13,16,14.620689655172415,55.172413793103445,25,0,0,25,0.0,5,5,2,2,7,1,1,1,1,1,1,1,1,2,2,4
2801041,87.0,59.0,146.0,40.41095890410959,2,0,2,73.0,100.0,2,0,0,2,0.0,6,6,4,4,10,1,1,1,1,1,1,9,1,1,2,3
2804283,139.0,92.0,231.0,39.82683982683983,8,0,8,28.875,100.0,7,0,0,7,0.0,2,2,2,2,4,1,1,2,2,9,1,9,1,1,1,2
2807902,14.0,13.0,27.0,48.148148148148145,8,6,2,3.375,25.0,6,0,0,6,0.0,1,1,1,1,2,1,1,2,1,2,2,2,1,1,0,1
2809616,13.0,12.0,25.0,48.0,5,3,2,5.0,40.0,6,0,0,6,0.0,2,2,2,2,4,1,1,1,1,2,2,2,1,1,1,2
2810805,745.0,731.0,1476.0,49.52574525745258,20,9,11,73.8,55.00000000000001,23,0,0,23,0.0,5,5,6,6,11,1,1,1,1,1,1,2,1,1,2,3
2811298,500.0,337.0,837.0,40.26284348864994,25,3,22,33.48,88.0,19,0,0,19,0.0,0,0,4,4,4,1,1,1,1,1,1,9,1,8,4,12
2812864,128.0,116.0,244.0,47.540983606557376,38,4,34,6.421052631578948,89.47368421052632,43,0,0,43,0.0,24,24,27,27,51,1,1,1,1,2,1,9,1,3,2,5
2813322,16.0,13.0,29.0,44.827586206896555,7,2,5,4.142857142857143,71.42857142857143,5,3,0,8,37.5,2,2,2,2,4,1,1,1,1,1,2,2,1,2,2,4
2827186,240.0,263.0,503.0,52.286282306163024,19,3,16,26.473684210526315,84.21052631578947,15,0,0,15,0.0,8,8,4,4,12,1,1,1,1,2,1,9,1,1,0,1
2837740,12.0,15.0,27.0,55.55555555555556,8,6,2,3.375,25.0,8,0,0,8,0.0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2
2842145,179.0,246.0,425.0,57.88235294117647,18,1,17,23.61111111111111,94.44444444444444,12,0,0,12,0.0,3,3,3,3,6,1,1,1,1,1,1,9,1,1,1,2
2846175,614.0,706.0,1320.0,53.48484848484848,37,14,23,35.67567567567568,62.16216216216216,15,0,0,15,0.0,9,9,9,9,18,1,1,1,1,2,1,1,1,0,1,1
2851375,8.0,10.0,18.0,55.55555555555556,6,4,2,3.0,33.33333333333333,6,0,0,6,0.0,3,2,5,4,6,1,1,1,1,1,2,2,1,0,0,0
2858508,42.0,33.0,75.0,44.0,4,1,3,18.75,75.0,3,0,0,3,0.0,2,2,2,2,4,1,1,1,1,1,2,9,1,0,0,0
2859528,610.0,468.0,1078.0,43.41372912801484,24,2,22,44.916666666666664,91.66666666666666,24,0,0,24,0.0,6,6,6,6,12,1,1,1,1,1,1,9,1,0,0,0
2861096,57.0,45.0,102.0,44.11764705882353,7,1,6,14.571428571428571,85.71428571428571,6,0,0,6,0.0,2,2,2,2,4,1,1,2,1,1,1,2,1,2,2,4
2861465,8.0,10.0,18.0,55.55555555555556,11,7,4,1.6363636363636365,36.36363636363637,15,0,0,15,0.0,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,2
2866825,77.0,46.0,123.0,37.39837398373984,1,1,0,123.0,0.0,7,0,0,7,0.0,3,3,3,3,6,1,1,1,1,1,2,2,1,1,1,2
2882841,240.0,182.0,422.0,43.127962085308056,13,0,13,32.46153846153846,100.0,10,0,0,10,0.0,2,2,4,4,6,1,1,2,1,1,1,9,1,1,1,2
2900890,501.0,305.0,806.0,37.84119106699752,19,0,19,42.421052631578945,100.0,12,0,0,12,0.0,4,4,5,5,9,1,1,1,1,2,1,9,1,1,0,1
2903863,67.0,56.0,123.0,45.52845528455284,5,5,0,24.6,0.0,3,0,0,3,0.0,7,7,4,4,11,1,1,1,1,1,2,2,1,1,0,1
2908908,308.0,177.0,485.0,36.49484536082474,5,2,3,97.0,60.0,11,0,0,11,0.0,3,3,3,3,6,1,1,1,1,1,1,9,1,1,1,2
2911938,145.0,117.0,262.0,44.656488549618324,21,12,9,12.476190476190476,42.857142857142854,6,6,0,12,50.0,2,2,2,2,4,1,1,1,1,1,1,2,1,1,1,2
2913915,290.0,295.0,585.0,50.427350427350426,45,10,35,13.0,77.77777777777779,31,0,0,31,0.0,17,17,23,23,40,1,1,2,1,1,1,9,1,1,1,2
2915764,4.0,3.0,7.0,42.857142857142854,2,2,0,3.5,0.0,6,0,0,6,0.0,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2
2916018,424.0,539.0,963.0,55.97092419522326,38,17,21,25.342105263157894,55.26315789473685,43,0,0,43,0.0,5,5,5,5,10,1,1,1,1,1,1,2,1,1,1,2
2919852,870.0,0.0,870.0,0.0,22,6,16,39.54545454545455,72.72727272727273,20,0,0,20,0.0,16,16,0,0,16,1,1,1,1,1,1,2,1,16,0,16
