pseudocode,student_boys,student_girls,student_total,girls_share_pct,teachers_total,teachers_male,teachers_female,teacher_student_ratio,female_teacher_share_pct,classrooms_good,classrooms_minor_repair,classrooms_major_repair,classrooms_total_observed,classrooms_repair_pct,boys_toilets,boys_functional_toilets,girls_toilets,girls_functional_toilets,functional_toilets_total,electricity_available,library_available,playground_available,ramps_available,handrails_available,computer_ict_lab_available,ict_lab_available,internet_available,cwsn_boys_toilets,cwsn_girls_toilets,cwsn_toilets_total
5483392,231.0,63.0,294.0,21.428571428571427,18,12,6,16.333333333333332,33.33333333333333,14,0,0,14,0.0,10,10,8,8,18,1,1,1,1,1,1,2,1,1,1,2
5485445,81.0,64.0,145.0,44.13793103448276,3,1,2,48.333333333333336,66.66666666666666,0,7,0,7,100.0,4,4,2,2,6,1,1,2,1,1,2,2,1,1,1,2
5494437,889.0,930.0,1819.0,51.12699285321606,42,3,39,43.30952380952381,92.85714285714286,33,0,0,33,0.0,6,6,6,6,12,1,1,1,1,1,2,2,1,1,0,1
5495771,674.0,588.0,1262.0,46.592709984152144,89,23,66,14.179775280898877,74.15730337078652,48,0,0,48,0.0,15,15,15,15,30,1,1,1,1,1,1,2,1,2,2,4
5505731,681.0,589.0,1270.0,46.37795275590551,31,5,26,40.96774193548387,83.87096774193549,24,0,0,24,0.0,12,12,8,8,20,1,1,1,1,1,1,2,1,2,1,3
5511556,27.0,37.0,64.0,57.8125,7,3,4,9.142857142857142,57.14285714285714,6,0,0,6,0.0,3,3,3,3,6,1,1,1,1,1,1,1,1,1,1,2
5515229,36.0,35.0,71.0,49.29577464788733,8,0,8,8.875,100.0,6,0,0,6,0.0,1,1,1,1,2,1,1,1,1,1,1,9,1,1,1,2
5519187,307.0,182.0,489.0,37.21881390593047,10,1,9,48.9,90.0,20,0,0,20,0.0,5,5,5,5,10,1,1,2,1,1,1,9,1,1,1,2
5523516,155.0,211.0,366.0,57.650273224043715,16,8,8,22.875,50.0,0,10,0,10,100.0,6,6,6,6,12,1,1,2,1,1,1,2,1,0,1,1
5524262,478.0,427.0,905.0,47.18232044198895,45,16,29,20.11111111111111,64.44444444444444,30,0,0,30,0.0,9,9,9,9,18,1,1,1,1,1,1,1,1,1,1,2
5528676,0.0,771.0,771.0,100.0,36,1,35,21.416666666666668,97.22222222222221,29,0,0,29,0.0,0,0,11,11,11,1,1,1,1,2,1,9,1,0,4,4
5528770,6.0,5.0,11.0,45.45454545454545,5,2,3,2.2,60.0,6,0,0,6,0.0,1,1,1,1,2,1,1,1,1,1,2,9,1,1,1,2
5531437,163.0,110.0,273.0,40.29304029304029,9,1,8,30.333333333333332,88.88888888888889,6,0,0,6,0.0,2,2,1,1,3,1,1,1,1,1,1,9,1,1,1,2
5532239,9.0,7.0,16.0,43.75,5,4,1,3.2,20.0,6,0,0,6,0.0,5,5,5,5,10,1,1,2,1,2,1,1,1,1,1,2
5540503,39.0,50.0,89.0,56.17977528089888,4,3,1,22.25,25.0,9,0,0,9,0.0,1,1,1,1,2,1,1,1,1,1,1,9,1,1,1,2
5541010,30.0,18.0,48.0,37.5,2,2,0,24.0,0.0,3,0,0,3,0.0,3,3,4,4,7,1,1,1,1,1,2,2,1,1,0,1
5542882,307.0,284.0,591.0,48.05414551607445,23,9,14,25.695652173913043,60.86956521739131,32,0,0,32,0.0,5,5,5,5,10,1,1,1,1,1,1,9,1,1,1,2
5553459,171.0,113.0,284.0,39.7887323943662,10,4,6,28.4,60.0,13,0,0,13,0.0,6,6,5,5,11,1,1,1,1,1,1,1,1,1,1,2
5553781,34.0,23.0,57.0,40.35087719298245,11,2,9,5.181818181818182,81.81818181818183,8,0,0,8,0.0,4,4,5,5,9,1,1,1,1,2,1,9,1,1,1,2
5558815,5.0,8.0,13.0,61.53846153846154,8,3,5,1.625,62.5,8,0,0,8,0.0,6,6,5,5,11,1,1,1,1,1,1,1,1,1,1,2
5559888,434.0,330.0,764.0,43.19371727748691,22,6,16,34.72727272727273,72.72727272727273,17,0,0,17,0.0,5,5,5,5,10,1,1,1,1,1,1,1,1,1,1,2
5565892,321.0,235.0,556.0,42.26618705035971,15,3,12,37.06666666666667,80.0,10,0,0,10,0.0,4,4,4,4,8,1,1,1,1,1,1,9,1,1,1,2
5570183,29.0,27.0,56.0,48.214285714285715,2,1,1,28.0,50.0,4,0,0,4,0.0,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2
5572683,544.0,0.0,544.0,0.0,27,9,18,20.14814814814815,66.66666666666666,18,0,0,18,0.0,15,15,0,0,15,1,1,1,1,1,2,2,1,1,0,1
5576747,0.0,1736.0,1736.0,100.0,55,0,55,31.563636363636363,100.0,43,0,0,43,0.0,0,0,36,36,36,1,1,1,1,1,1,1,1,0,2,2
5591724,30.0,25.0,55.0,45.45454545454545,9,3,6,6.111111111111111,66.66666666666666,6,0,0,6,0.0,4,4,4,4,8,1,1,2,1,1,1,2,1,1,1,2
5599345,61.0,39.0,100.0,39.0,9,5,4,11.11111111111111,44.44444444444444,3,0,0,3,0.0,2,2,2,2,4,1,1,2,1,1,2,2,1,0,0,0
5604468,84.0,77.0,161.0,47.82608695652174,5,0,5,32.2,100.0,6,0,0,6,0.0,5,5,10,10,15,1,1,1,1,2,1,9,1,2,0,2
5605009,106.0,61.0,167.0,36.52694610778443,9,4,5,18.555555555555557,55.55555555555556,14,0,0,14,0.0,6,6,4,4,10,1,1,2,1,1,1,9,1,1,1,2
5621963,10.0,3.0,13.0,23.076923076923077,5,1,4,2.6,80.0,6,0,0,6,0.0,2,2,1,1,3,1,1,2,1,1,1,2,1,1,0,1
5628847,58.0,35.0,93.0,37.634408602150536,12,1,11,7.75,91.66666666666666,12,0,0,12,0.0,14,14,14,14,28,1,1,1,1,1,1,9,1,1,1,2
5633129,758.0,648.0,1406.0,46.088193456614505,38,12,26,37.0,68.42105263157895,28,0,0,28,0.0,13,13,15,15,28,1,1,1,1,1,1,2,1,1,1,2
5639687,1127.0,831.0,1958.0,42.44126659856997,55,8,47,35.6,85.45454545454545,42,0,0,42,0.0,7,7,6,6,13,1,1,1,1,1,1,9,1,29,38,67
5639873,329.0,278.0,607.0,45.799011532125206,33,5,28,18.393939393939394,84.84848484848484,22,0,0,22,0.0,14,14,14,14,28,1,1,2,1,1,1,9,1,1,2,3
5657330,526.0,373.0,899.0,41.490545050055616,21,2,19,42.80952380952381,90.47619047619048,18,0,0,18,0.0,3,3,3,3,6,1,1,1,1,1,1,9,1,1,1,2
5669893,958.0,883.0,1841.0,47.96306355241716,57,18,39,32.29824561403509,68.42105263157895,44,0,0,44,0.0,18,18,21,21,39,1,1,1,1,1,1,2,1,3,3,6
5674658,1209.0,1077.0,2286.0,47.112860892388454,112,24,88,20.410714285714285,78.57142857142857,58,0,0,58,0.0,4,4,4,4,8,1,1,1,1,1,1,9,1,2,2,4
5682490,558.0,433.0,991.0,43.69323915237134,38,4,34,26.07894736842105,89.47368421052632,38,0,0,38,0.0,15,15,19,19,34,1,1,1,1,1,1,9,1,1,1,2
5684299,1086.0,0.0,1086.0,0.0,32,10,22,33.9375,68.75,24,0,0,24,0.0,16,16,0,0,16,1,1,1,1,1,1,1,1,2,0,2
5686099,88.0,76.0,164.0,46.34146341463415,9,4,5,18.22222222222222,55.55555555555556,6,0,0,6,0.0,3,3,2,2,5,1,1,1,1,2,2,9,1,1,0,1
5686250,381.0,392.0,773.0,50.71151358344114,22,14,8,35.13636363636363,36.36363636363637,18,0,0,18,0.0,3,3,3,3,6,1,1,1,1,1,1,2,1,1,1,2
5687057,0.0,213.0,213.0,100.0,9,1,8,23.666666666666668,88.88888888888889,10,0,0,10,0.0,0,0,5,5,5,1,1,1,1,1,1,9,1,0,0,0
5697722,55.0,38.0,93.0,40.86021505376344,6,1,5,15.5,83.33333333333334,6,0,0,6,0.0,2,2,2,2,4,1,1,2,1,1,1,9,1,1,1,2
5700798,165.0,116.0,281.0,41.281138790035584,9,2,7,31.22222222222222,77.77777777777779,7,0,0,7,0.0,7,7,4,4,11,1,1,1,1,1,1,9,1,4,2,6
5708406,457.0,415.0,872.0,47.591743119266056,44,10,34,19.818181818181817,77.27272727272727,40,0,0,40,0.0,8,8,8,8,16,1,1,1,1,1,1,9,1,2,2,4
5708583,2475.0,1673.0,4148.0,40.33269045323048,79,35,44,52.50632911392405,55.69620253164557,57,0,0,57,0.0,20,20,12,12,32,1,1,1,1,2,1,1,1,1,1,2
5712954,83.0,80.0,163.0,49.079754601226995,10,6,4,16.3,40.0,8,0,0,8,0.0,2,2,2,2,4,1,1,1,1,2,1,1,1,2,2,4
5720327,13.0,15.0,28.0,53.57142857142857,5,2,3,5.6,60.0,6,0,0,6,0.0,1,1,2,2,3,1,1,1,1,2,1,9,1,1,1,2
5731643,55.0,67.0,122.0,54.91803278688525,8,6,2,15.25,25.0,6,0,0,6,0.0,1,1,1,1,2,1,1,1,1,2,1,1,1,1,0,1
5742752,186.0,128.0,314.0,40.76433121019109,14,7,7,22.428571428571427,50.0,11,0,1,12,8.333333333333332,6,6,6,6,12,1,1,1,1,1,1,9,1,1,1,2
5746617,366.0,501.0,867.0,57.785467128027676,21,2,19,41.285714285714285,90.47619047619048,21,0,0,21,0.0,7,7,8,8,15,1,1,2,1,2,1,9,1,1,0,1
5761087,180.0,174.0,354.0,49.152542372881356,25,13,12,14.16,48.0,16,4,0,20,20.0,2,2,8,8,10,1,1,1,1,1,2,2,1,1,0,1
5772419,0.0,564.0,564.0,100.0,16,0,16,35.25,100.0,12,0,0,12,0.0,0,0,10,10,10,1,1,1,1,1,1,2,1,0,1,1
5780297,100.0,66.0,166.0,39.75903614457831,6,2,4,27.666666666666668,66.66666666666666,6,0,0,6,0.0,1,1,1,1,2,1,1,2,1,1,1,9,1,1,1,2
5781185,162.0,154.0,316.0,48.734177215189874,26,19,7,12.153846153846153,26.923076923076923,13,0,0,13,0.0,8,8,8,8,16,1,1,1,1,1,1,1,1,1,0,1
5789678,130.0,99.0,229.0,43.23144104803494,20,2,18,11.45,90.0,8,0,0,8,0.0,7,7,7,7,14,1,1,2,1,1,1,9,1,1,1,2
5795561,179.0,202.0,381.0,53.018372703412076,11,5,6,34.63636363636363,54.54545454545454,8,0,0,8,0.0,1,1,4,4,5,1,1,2,1,1,1,1,1,1,1,2
5796556,1610.0,1159.0,2769.0,41.85626579992777,57,14,43,48.578947368421055,75.43859649122807,44,0,0,44,0.0,65,65,32,32,97,1,1,1,1,1,1,9,1,1,1,2
5803126,234.0,187.0,421.0,44.418052256532064,17,2,15,24.764705882352942,88.23529411764706,18,0,0,18,0.0,2,2,2,2,4,1,1,1,1,1,1,9,1,0,0,0
5805304,22.0,21.0,43.0,48.837209302325576,8,2,6,5.375,75.0,6,0,0,6,0.0,8,8,12,12,20,1,1,1,1,1,2,2,1,1,1,2
5808655,490.0,257.0,747.0,34.404283801874165,20,4,16,37.35,80.0,15,0,0,15,0.0,4,4,5,5,9,1,1,1,1,1,1,9,1,1,1,2
5813599,110.0,127.0,237.0,53.58649789029536,23,16,7,10.304347826086957,30.434782608695656,15,0,0,15,0.0,10,10,10,10,20,1,1,1,1,2,1,1,1,1,1,2
5827676,299.0,241.0,540.0,44.62962962962963,22,10,12,24.545454545454547,54.54545454545454,17,0,0,17,0.0,13,13,4,4,17,1,1,1,1,2,1,2,1,1,1,2
5841517,79.0,56.0,135.0,41.48148148148148,6,3,3,22.5,50.0,5,0,0,5,0.0,3,3,3,3,6,1,1,1,1,1,2,2,1,0,0,0
5859926,3.0,6.0,9.0,66.66666666666666,3,0,3,3.0,100.0,3,0,0,3,0.0,2,2,2,2,4,1,1,1,1,1,1,9,1,2,2,4
5880864,29.0,12.0,41.0,29.268292682926827,5,4,1,8.2,20.0,6,0,0,6,0.0,4,4,4,4,8,1,1,1,1,1,1,9,1,1,1,2
5884748,11.0,22.0,33.0,66.66666666666666,2,2,0,16.5,0.0,4,0,0,4,0.0,4,4,2,2,6,1,1,1,1,1,2,2,1,2,1,3
5888475,895.0,734.0,1629.0,45.058317986494785,41,5,36,39.73170731707317,87.8048780487805,45,0,0,45,0.0,10,10,20,20,30,1,1,1,1,1,1,9,1,5,5,10
5894303,56.0,45.0,101.0,44.554455445544555,7,4,3,14.428571428571429,42.857142857142854,3,0,0,3,0.0,3,3,3,3,6,1,1,2,1,1,1,9,1,3,3,6
5894566,122.0,105.0,227.0,46.25550660792951,10,3,7,22.7,70.0,24,0,0,24,0.0,3,3,3,3,6,1,1,1,1,2,2,9,1,2,2,4
5895001,532.0,494.0,1026.0,48.148148148148145,102,32,70,10.058823529411764,68.62745098039215,34,0,0,34,0.0,6,6,6,6,12,1,1,1,1,1,1,9,1,0,0,0
5900251,17.0,9.0,26.0,34.61538461538461,5,4,1,5.2,20.0,6,0,0,6,0.0,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2
5903304,119.0,83.0,202.0,41.089108910891085,7,5,2,28.857142857142858,28.57142857142857,14,0,0,14,0.0,6,6,4,4,10,1,1,2,1,1,1,2,1,1,1,2
5915223,221.0,206.0,427.0,48.24355971896955,15,5,10,28.466666666666665,66.66666666666666,14,0,0,14,0.0,5,5,6,6,11,1,1,1,1,1,1,9,1,0,0,0
5918470,600.0,523.0,1123.0,46.57168299198575,44,18,26,25.522727272727273,59.09090909090909,30,0,0,30,0.0,12,12,12,12,24,1,1,1,1,1,1,2,1,2,2,4
5931263,1405.0,1280.0,2685.0,47.67225325884544,65,15,50,41.30769230769231,76.92307692307693,54,0,0,54,0.0,30,30,30,30,60,1,1,1,1,1,1,2,1,2,1,3
5931505,45.0,33.0,78.0,42.30769230769231,6,5,1,13.0,16.666666666666664,8,0,0,8,0.0,4,4,5,5,9,1,1,1,1,1,2,2,1,1,1,2
5937135,225.0,200.0,425.0,47.05882352941176,39,8,31,10.897435897435898,79.48717948717949,17,0,0,17,0.0,15,15,13,13,28,1,1,2,1,1,1,9,1,1,0,1
5937679,332.0,248.0,580.0,42.758620689655174,33,8,25,17.575757575757574,75.75757575757575,24,0,0,24,0.0,9,9,7,7,16,1,1,1,1,1,2,9,1,1,1,2
5950054,543.0,348.0,891.0,39.05723905723906,22,8,14,40.5,63.63636363636363,16,0,0,16,0.0,29,29,29,29,58,1,1,1,1,1,1,9,1,1,1,2
5956506,90.0,115.0,205.0,56.09756097560976,9,4,5,22.77777777777778,55.55555555555556,0,6,0,6,100.0,2,2,3,3,5,1,1,1,1,2,1,1,1,1,1,2
5959788,268.0,171.0,439.0,38.95216400911162,10,2,8,43.9,80.0,16,0,0,16,0.0,3,3,3,3,6,1,1,2,1,1,1,9,1,3,3,6
5972989,7.0,6.0,13.0,46.15384615384615,1,1,0,13.0,0.0,5,0,0,5,0.0,5,5,2,2,7,1,1,1,1,1,2,2,1,1,1,2
5975717,272.0,272.0,544.0,50.0,18,1,17,30.22222222222222,94.44444444444444,8,0,0,8,0.0,4,4,4,4,8,1,1,1,1,1,1,9,1,1,1,2
5979266,525.0,389.0,914.0,42.560175054704594,20,8,12,45.7,60.0,17,0,0,17,0.0,8,8,13,13,21,1,1,1,1,1,2,2,1,1,1,2
5981943,225.0,173.0,398.0,43.46733668341709,25,0,25,15.92,100.0,13,0,0,13,0.0,6,6,6,6,12,1,1,1,1,1,1,9,1,1,1,2
5986673,160.0,146.0,306.0,47.712418300653596,16,4,12,19.125,75.0,10,0,0,10,0.0,3,3,3,3,6,1,1,1,1,2,2,9,1,1,1,2
5990930,675.0,586.0,1261.0,46.4710547184774,45,9,36,28.022222222222222,80.0,48,0,0,48,0.0,42,42,41,41,83,1,1,1,1,1,1,9,1,1,1,2
5998773,772.0,520.0,1292.0,40.24767801857585,21,7,14,61.523809523809526,66.66666666666666,33,0,0,33,0.0,27,27,27,27,54,1,1,2,1,1,2,2,1,3,3,6
6007217,45.0,24.0,69.0,34.78260869565217,8,0,8,8.625,100.0,7,0,0,7,0.0,6,6,3,3,9,1,1,1,1,1,1,2,1,6,3,9
6007645,90.0,99.0,189.0,52.38095238095239,8,4,4,23.625,50.0,12,0,0,12,0.0,3,3,3,3,6,1,1,1,1,1,1,1,1,1,1,2
6009386,161.0,158.0,319.0,49.52978056426332,66,17,49,4.833333333333333,74.24242424242425,25,0,0,25,0.0,12,12,20,20,32,1,1,1,1,2,2,9,1,1,2,3
6019570,383.0,274.0,657.0,41.70471841704718,24,6,18,27.375,75.0,17,0,0,17,0.0,4,4,4,4,8,1,1,1,1,1,1,9,1,1,1,2
6024023,342.0,267.0,609.0,43.84236453201971,26,2,24,23.423076923076923,92.3076923076923,15,0,0,15,0.0,6,6,6,6,12,1,1,1,1,1,2,9,1,1,1,2
6039620,369.0,51.0,420.0,12.142857142857142,34,5,29,12.352941176470589,85.29411764705883,20,0,0,20,0.0,2,2,2,2,4,1,1,2,1,2,1,9,1,0,0,0
6041348,42.0,34.0,76.0,44.73684210526316,8,6,2,9.5,25.0,6,0,0,6,0.0,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,2
6042327,86.0,73.0,159.0,45.911949685534594,32,7,25,4.96875,78.125,37,0,0,37,0.0,30,30,30,30,60,1,1,1,1,2,1,9,1,6,6,12
6051500,358.0,207.0,565.0,36.637168141592916,11,6,5,51.36363636363637,45.45454545454545,11,0,0,11,0.0,6,6,8,8,14,1,1,1,1,2,1,9,1,0,0,0
6052520,332.0,219.0,551.0,39.7459165154265,27,5,22,20.40740740740741,81.48148148148148,13,0,0,13,0.0,9,9,8,8,17,1,1,1,1,1,1,1,1,1,1,2
6059353,170.0,196.0,366.0,53.551912568306015,23,9,14,15.91304347826087,60.86956521739131,23,0,0,23,0.0,8,8,8,8,16,1,1,1,1,1,1,1,1,1,1,2
6064085,650.0,1174.0,1824.0,64.3640350877193,46,21,25,39.65217391304348,54.347826086956516,41,0,0,41,0.0,6,6,7,7,13,1,1,2,1,2,1,1,1,1,1,2
6064754,320.0,268.0,588.0,45.57823129251701,18,8,10,32.666666666666664,55.55555555555556,10,0,0,10,0.0,7,7,7,7,14,1,1,1,1,1,1,1,1,1,0,1
6065102,201.0,107.0,308.0,34.74025974025974,31,2,29,9.935483870967742,93.54838709677419,20,0,0,20,0.0,5,5,5,5,10,1,1,2,2,9,1,9,1,5,5,10
6068906,660.0,608.0,1268.0,47.94952681388013,28,10,18,45.285714285714285,64.28571428571429,26,0,0,26,0.0,2,2,2,2,4,1,1,1,1,1,2,9,1,1,1,2
6078137,5.0,14.0,19.0,73.68421052631578,3,2,1,6.333333333333333,33.33333333333333,4,0,0,4,0.0,4,2,2,2,4,1,1,1,1,2,2,2,1,1,0,1
6086126,129.0,102.0,231.0,44.15584415584416,16,3,13,14.4375,81.25,10,0,0,10,0.0,4,4,6,6,10,1,1,1,1,1,1,9,1,1,1,2
6090817,344.0,226.0,570.0,39.64912280701755,12,2,10,47.5,83.33333333333334,19,0,0,19,0.0,5,5,5,5,10,1,1,1,1,1,1,9,1,1,1,2
6098581,313.0,263.0,576.0,45.65972222222222,43,4,39,13.395348837209303,90.69767441860465,40,0,0,40,0.0,20,20,32,32,52,1,1,2,1,1,1,9,1,1,1,2
6098735,108.0,88.0,196.0,44.89795918367347,10,3,7,19.6,70.0,9,0,0,9,0.0,8,6,6,6,12,1,1,2,1,1,2,9,1,1,1,2
6100135,0.0,365.0,365.0,100.0,10,1,9,36.5,90.0,9,0,0,9,0.0,0,0,8,8,8,1,1,1,1,2,1,2,1,0,1,1
6106659,82.0,71.0,153.0,46.40522875816993,8,1,7,19.125,87.5,6,0,0,6,0.0,1,1,1,1,2,1,1,1,1,2,1,9,1,1,0,1
6106815,541.0,424.0,965.0,43.93782383419689,17,5,12,56.76470588235294,70.58823529411765,22,0,0,22,0.0,3,3,3,3,6,1,1,2,1,1,1,9,1,1,1,2
6107887,229.0,139.0,368.0,37.77173913043478,30,2,28,12.266666666666667,93.33333333333333,26,0,0,26,0.0,5,5,9,9,14,1,1,1,1,1,1,9,1,1,1,2
6109586,545.0,368.0,913.0,40.30668127053669,21,12,9,43.476190476190474,42.857142857142854,16,0,0,16,0.0,10,10,10,10,20,1,1,1,1,2,2,9,1,1,1,2
6116631,9.0,18.0,27.0,66.66666666666666,7,3,4,3.857142857142857,57.14285714285714,6,0,0,6,0.0,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2
6117239,262.0,213.0,475.0,44.8421052631579,16,2,14,29.6875,87.5,24,0,0,24,0.0,5,5,4,4,9,1,1,1,1,1,1,9,1,0,1,1
6126179,186.0,87.0,273.0,31.868131868131865,7,4,3,39.0,42.857142857142854,10,0,0,10,0.0,2,2,2,2,4,1,1,1,1,1,1,1,1,0,1,1
6127664,164.0,164.0,328.0,50.0,11,8,3,29.818181818181817,27.27272727272727,9,0,0,9,0.0,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,2
6130490,145.0,151.0,296.0,51.01351351351351,30,20,10,9.866666666666667,33.33333333333333,20,0,0,20,0.0,7,7,11,11,18,1,1,1,1,1,1,1,1,2,1,3
6137264,0.0,483.0,483.0,100.0,14,0,14,34.5,100.0,13,0,0,13,0.0,0,0,7,7,7,1,1,1,1,1,1,2,1,0,1,1
6138822,148.0,92.0,240.0,38.333333333333336,13,2,11,18.46153846153846,84.61538461538461,9,0,0,9,0.0,4,4,4,4,8,1,1,1,1,1,1,9,1,1,1,2
6143934,70.0,44.0,114.0,38.59649122807017,5,1,4,22.8,80.0,3,0,0,3,0.0,1,1,1,1,2,1,1,1,1,2,1,2,1,1,0,1
6146195,882.0,536.0,1418.0,37.79971791255289,22,8,14,64.45454545454545,63.63636363636363,18,0,0,18,0.0,7,7,15,7,14,1,1,1,1,2,1,2,1,1,1,2
6147892,208.0,106.0,314.0,33.75796178343949,10,3,7,31.4,70.0,11,0,0,11,0.0,4,4,4,4,8,1,1,2,1,1,1,9,1,4,4,8
6152244,0.0,439.0,439.0,100.0,13,0,13,33.76923076923077,100.0,14,0,0,14,0.0,0,0,9,9,9,1,1,2,1,1,1,1,1,0,1,1
6153138,0.0,958.0,958.0,100.0,19,1,18,50.421052631578945,94.73684210526315,10,8,0,18,44.44444444444444,0,0,17,17,17,1,1,1,1,1,1,2,1,0,4,4
6154054,13.0,25.0,38.0,65.78947368421053,7,0,7,5.428571428571429,100.0,10,0,0,10,0.0,2,2,2,2,4,1,1,2,2,9,2,9,1,1,1,2
6166554,732.0,724.0,1456.0,49.72527472527473,96,9,87,15.166666666666666,90.625,65,0,0,65,0.0,57,57,58,58,115,1,1,1,1,1,1,9,1,1,1,2
6170152,225.0,200.0,425.0,47.05882352941176,31,4,27,13.709677419354838,87.09677419354838,22,0,0,22,0.0,5,5,5,5,10,1,1,1,1,1,1,9,1,2,2,4
6170707,382.0,353.0,735.0,48.02721088435374,12,2,10,61.25,83.33333333333334,12,0,0,12,0.0,5,5,5,5,10,1,1,1,1,1,1,1,1,1,1,2
6173352,56.0,39.0,95.0,41.05263157894737,4,0,4,23.75,100.0,3,0,0,3,0.0,2,2,2,2,4,1,1,1,1,1,1,9,1,2,2,4
6185740,36.0,45.0,81.0,55.55555555555556,4,1,3,20.25,75.0,10,0,0,10,0.0,6,6,5,5,11,1,1,1,1,1,1,9,1,1,1,2
6193670,228.0,267.0,495.0,53.939393939393945,15,3,12,33.0,80.0,12,0,0,12,0.0,12,12,7,7,19,1,1,1,1,1,1,1,1,1,1,2
6194860,67.0,102.0,169.0,60.35502958579882,9,2,7,18.77777777777778,77.77777777777779,8,0,0,8,0.0,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,2
6201621,727.0,701.0,1428.0,49.089635854341736,78,7,71,18.307692307692307,91.02564102564102,52,0,0,52,0.0,40,40,50,50,90,1,1,1,1,2,1,9,1,6,0,6
6206138,143.0,141.0,284.0,49.647887323943664,11,4,7,25.818181818181817,63.63636363636363,10,0,0,10,0.0,8,8,7,7,15,1,1,1,1,1,1,9,1,1,1,2
6222106,60.0,51.0,111.0,45.94594594594595,5,1,4,22.2,80.0,3,0,0,3,0.0,3,3,3,3,6,1,1,1,1,1,1,9,1,1,1,2
6227372,264.0,237.0,501.0,47.30538922155689,46,13,33,10.891304347826088,71.73913043478261,30,0,0,30,0.0,13,13,18,18,31,1,1,1,1,1,1,2,1,1,1,2
6228553,352.0,264.0,616.0,42.857142857142854,24,11,13,25.666666666666668,54.166666666666664,16,0,0,16,0.0,6,6,8,8,14,1,1,1,1,1,1,9,1,2,2,4
6230290,263.0,165.0,428.0,38.55140186915888,12,4,8,35.666666666666664,66.66666666666666,12,0,0,12,0.0,7,7,6,6,13,1,1,1,1,1,1,9,1,1,2,3
6241997,151.0,112.0,263.0,42.585551330798474,9,2,7,29.22222222222222,77.77777777777779,6,0,0,6,0.0,6,6,6,6,12,1,1,1,1,1,1,9,1,2,2,4
6245159,28.0,35.0,63.0,55.55555555555556,15,6,9,4.2,60.0,8,0,0,8,0.0,1,1,2,2,3,1,1,1,1,1,1,2,1,1,1,2
6248402,80.0,65.0,145.0,44.827586206896555,16,9,7,9.0625,43.75,13,0,0,13,0.0,9,9,10,10,19,1,1,1,1,2,1,2,1,1,1,2
6252075,433.0,470.0,903.0,52.04872646733112,10,0,10,90.3,100.0,14,0,0,14,0.0,5,5,5,5,10,1,1,1,1,1,1,9,1,1,1,2
6252092,228.0,139.0,367.0,37.87465940054496,12,6,6,30.583333333333332,50.0,12,0,0,12,0.0,5,5,4,4,9,1,1,2,1,1,1,9,1,1,1,2
6254426,765.0,583.0,1348.0,43.24925816023739,31,17,14,43.483870967741936,45.16129032258064,25,0,0,25,0.0,7,7,8,8,15,1,1,1,1,2,1,2,1,1,0,1
6254621,87.0,38.0,125.0,30.4,5,2,3,25.0,60.0,6,0,0,6,0.0,7,7,5,5,12,1,1,2,1,2,1,9,1,1,1,2
6258826,11.0,9.0,20.0,45.0,5,0,5,4.0,100.0,6,0,0,6,0.0,1,1,1,1,2,1,1,1,1,1,1,1,1,0,1,1
6262062,81.0,64.0,145.0,44.13793103448276,11,1,10,13.181818181818182,90.9090909090909,8,0,0,8,0.0,4,4,4,4,8,1,1,1,1,1,1,2,1,1,0,1
6264889,201.0,128.0,329.0,38.90577507598784,13,6,7,25.307692307692307,53.84615384615385,12,0,0,12,0.0,5,5,10,10,15,1,1,2,1,1,1,2,1,5,10,15
6269214,9.0,59.0,68.0,86.76470588235294,8,0,8,8.5,100.0,8,0,0,8,0.0,1,1,3,3,4,1,1,2,1,2,1,1,1,0,1,1
6282921,145.0,81.0,226.0,35.84070796460177,10,3,7,22.6,70.0,6,0,0,6,0.0,8,8,2,2,10,1,1,1,1,1,1,9,1,1,0,1
6286312,170.0,92.0,262.0,35.11450381679389,17,4,13,15.411764705882353,76.47058823529412,8,0,0,8,0.0,7,7,6,6,13,1,1,1,1,1,1,9,1,3,3,6
6292584,898.0,1143.0,2041.0,56.00195982361588,54,23,31,37.7962962962963,57.407407407407405,18,0,0,18,0.0,9,9,9,9,18,1,1,1,1,1,2,2,1,1,1,2
6292732,360.0,350.0,710.0,49.29577464788733,39,16,23,18.205128205128204,58.97435897435898,34,0,0,34,0.0,8,8,8,8,16,1,1,1,1,1,1,1,1,1,1,2
6297037,390.0,351.0,741.0,47.368421052631575,42,5,37,17.642857142857142,88.09523809523809,109,0,0,109,0.0,30,30,30,30,60,1,1,1,1,1,1,9,1,7,7,14
6299379,110.0,130.0,240.0,54.166666666666664,22,3,19,10.909090909090908,86.36363636363636,14,0,0,14,0.0,6,6,6,6,12,1,1,1,1,1,1,1,1,6,6,12
6307481,1063.0,748.0,1811.0,41.30314743235781,58,11,47,31.224137931034484,81.03448275862068,32,0,0,32,0.0,16,16,13,13,29,1,1,1,1,1,1,2,1,1,1,2
