pseudocode,lgd_ward_name,bmc_ward_code,pincode
5117013,M/West - Ward No. 155,MW,400074
6170707,R/South - Ward No. 21,RS,400067
1938172,R/South - Ward No. 27,RS,400097
8665131,P/South - Ward No. 56,PS,400102
4376148,K/East - Ward No. 72,KE,400069
6799056,D - Ward No. 214,D,400034
6400704,P/North - Ward No. 37,PN,400097
6434917,F/South - Ward No. 204,FS,400012
6694053,H/West - Ward No. 102,HW,400050
9376347,S - Ward No. 111,S,400042
5122773,N - Ward No. 132,N,400077
1925133,R/South - Ward No. 22,RS,400067
9603864,S - Ward No. 115,S,400078
4234729,G/North - Ward No. 192,GN,400013
3099901,K/West - Ward No. 61,KW,400061
9927326,P/North - Ward No. 45,PN,400095
3061718,H/East - Ward No. 94,HE,400051
5931263,R/Central - Ward No. 13,RC,400066
3321446,F/North - Ward No. 179,FN,400037
9617352,K/West - Ward No. 67,KW,400058
9773977,M/East - Ward No. 140,ME,400043
4114045,N - Ward No. 128,N,400084
4719901,M/West - Ward No. 152,MW,400071
8580966,K/West - Ward No. 65,KW,400058
2482810,R/South - Ward No. 20,RS,400067
4925171,S - Ward No. 117,S,400042
2456198,H/West - Ward No. 102,HW,400080
3122967,P/North - Ward No. 36,PN,400097
9106318,F/North - Ward No. 177,FN,400037
9439004,P/North - Ward No. 33,PN,400095
6642951,K/West - Ward No. 67,KW,400058
7296914,E - Ward No. 209,E,400010
9451373,R/North MCGM - Ward No.1,RN,400103
8225975,P/North - Ward No. 33,PN,400095
2951298,M/East - Ward No. 145,ME,400088
4157352,M/East - Ward No. 144,ME,400043
8680339,M/West - Ward No. 154,MW,400071
7831672,A - Ward No. 226,A,400070
9883401,K/East - Ward No. 81,KE,400093
4803345,H/West - Ward No. 97,HW,400054
1875555,K/West - Ward No. 66,KW,400058
4173596,K/East - Ward No. 84,KE,400057
2861465,M/East - Ward No. 147,ME,400074
7757172,M/East - Ward No. 146,ME,400094
9931553,G/North - Ward No. 184,GN,400017
6476622,F/South - Ward No. 203,FS,400012
7444549,M/East - Ward No. 138,ME,400043
9687658,T - Ward No. 107,T,400080
3481106,F/North - Ward No. 180,FN,400019
1629960,N - Ward No. 128,N,400084
7451350,K/East - Ward No. 84,KE,400099
3773057,K/West - Ward No. 59,KW,400061
1096557,L - Ward No. 162,L,400072
4887774,K/West - Ward No. 67,KW,400058
9616237,M/West - Ward No. 152,MW,400071
5133646,H/East - Ward No. 95,HE,400051
5900251,P/North - Ward No. 36,PN,400097
5086384,E - Ward No. 211,E,400008
3408318,A - Ward No. 225,A,400001
7664886,H/West - Ward No. 97,HW,400054
2306705,S - Ward No. 112,S,400078
9575202,L - Ward No. 158,L,400072
3592137,H/East - Ward No. 92,HE,400051
1072417,K/West - Ward No. 67,KW,400058
4216796,H/East - Ward No. 87,HE,400055
3655077,N - Ward No. 126,N,400086
3068163,P/South - Ward No. 50,PS,400064
8865592,D - Ward No. 217,D,400007
4899460,M/West - Ward No. 153,MW,400071
2903863,M/East - Ward No. 143,ME,400088
5542882,P/North - Ward No. 33,PN,400095
4912669,F/North - Ward No. 177,FN,400019
2601939,N - Ward No. 131,N,400075
7418339,S - Ward No. 121,S,400076
2362703,T - Ward No. 107,T,400080
7023883,K/East - Ward No. 84,KE,400069
8391975,K/West - Ward No. 61,KW,400058
6154054,K/East - Ward No. 78,KE,400060
6292732,S - Ward No. 112,S,400078
4323359,F/North - Ward No. 177,FN,400019
8718007,K/West - Ward No. 70,KW,400058
9068963,P/North - Ward No. 41,PN,400097
3071187,M/East - Ward No. 138,ME,400043
7389536,M/West - Ward No. 152,MW,400071
9057809,K/East - Ward No. 81,KE,400093
1375203,B - Ward No. 224,B,400003
8322257,S - Ward No. 115,S,400078
6449441,L - Ward No. 157,L,400082
6384541,B - Ward No. 224,B,400003
1488048,S - Ward No. 110,S,400078
2514902,S - Ward No. 119,S,400083
6382777,M/East - Ward No. 137,ME,400043
2842145,G/South - Ward No. 193,GS,400025
4200966,H/East - Ward No. 88,HE,400055
2180793,S - Ward No. 113,S,400078
5827676,L - Ward No. 158,L,400072
8116734,M/West - Ward No. 150,MW,400089
1511490,R/South - Ward No. 27,RS,400101
5895001,K/West - Ward No. 70,KW,400056
2629216,P/South - Ward No. 52,PS,0
7577331,G/South - Ward No. 198,GS,400013
6166554,R/North - Ward No. 5,RN,400068
3906392,R/South - Ward No. 22,RS,400067
4730503,R/North - Ward No. 8,RN,0
1530467,G/South - Ward No. 199,GS,400011
7543211,H/West - Ward No. 97,HW,400054
8184062,R/North MCGM - Ward No.2,RN,400101
9081134,P/South - Ward No. 50,PS,400064
9835977,S - Ward No. 119,S,400083
1686448,D - Ward No. 217,D,400007
9092969,H/West - Ward No. 101,HW,400050
4791909,P/North - Ward No. 33,PN,400095
4130811,S - Ward No. 110,S,400078
2983983,K/West - Ward No. 71,KW,400056
4884855,R/North MCGM - Ward No.2,RN,400068
9888078,G/North - Ward No. 192,GN,400028
3856803,N - Ward No. 124,N,400079
7696124,K/East - Ward No. 84,KE,400059
4385810,R/North - Ward No. 7,RN,400068
4446080,A - Ward No. 225,A,400007
1674001,P/North - Ward No. 48,PN,400095
2569538,G/North - Ward No. 190,GN,400016
8088593,K/East - Ward No. 73,KE,400060
4937148,H/East - Ward No. 94,HE,400051
2356243,D - Ward No. 218,D,400004
9116342,F/South - Ward No. 203,FS,400012
7958563,S - Ward No. 112,S,400078
5154910,R/South - Ward No. 30,RS,400067
6024023,L - Ward No. 169,L,400024
8628395,M/East - Ward No. 147,ME,400074
9020807,M/East - Ward No. 139,ME,400043
9010888,K/East - Ward No. 78,KE,400060
4181334,H/West - Ward No. 102,HW,400050
6821944,T - Ward No. 108,T,400080
8666817,K/West - Ward No. 70,KW,400049
5371954,F/North - Ward No. 177,FN,400019
9704017,S - Ward No. 115,S,400078
3524114,D - Ward No. 214,D,400026
8990373,F/North - Ward No. 177,FN,400019
2771735,S - Ward No. 113,S,400078
2968324,R/North MCGM - Ward No.1,RN,400103
5313306,K/West - Ward No. 67,KW,400058
1130259,R/Central - Ward No. 10,RC,400092
7371715,P/North - Ward No. 35,PN,400050
6694261,L - Ward No. 160,L,400084
8157868,K/West - Ward No. 69,KW,400049
9864365,N - Ward No. 131,N,400075
7083178,L - Ward No. 162,L,400072
8603645,D - Ward No. 217,D,400004
9205883,P/North - Ward No. 35,PN,400064
8876036,G/South - Ward No. 197,GS,400018
6499643,M/West - Ward No. 154,MW,400074
6324940,B - Ward No. 223,B,400009
5979266,M/East - Ward No. 144,ME,400088
6968838,P/North - Ward No. 44,PN,400097
6823035,F/North - Ward No. 172,FN,400022
1873889,P/North - Ward No. 48,PN,400095
6579936,L - Ward No. 166,L,400070
8696260,D - Ward No. 217,D,400004
2809616,K/East - Ward No. 72,KE,400060
9213224,H/East - Ward No. 94,HE,400051
5532239,S - Ward No. 115,S,400078
9221961,L - Ward No. 165,L,400070
1701393,H/West - Ward No. 100,HW,400050
2385992,E - Ward No. 211,E,400011
3715502,F/North - Ward No. 175,FN,400037
6146195,K/East - Ward No. 82,KE,400059
7839185,S - Ward No. 116,S,400078
3854770,M/East - Ward No. 138,ME,400043
1622822,H/West - Ward No. 100,HW,400050
2737874,F/South - Ward No. 203,FS,400012
3520321,M/West - Ward No. 152,MW,400071
7450863,R/South - Ward No. 20,RS,400067
8684630,G/North - Ward No. 191,GN,400016
1872624,L - Ward No. 159,L,400072
8556621,L - Ward No. 159,L,400072
5931505,P/South - Ward No. 54,PS,400063
6389366,R/North - Ward No. 4,RN,400068
2269823,L - Ward No. 157,L,400004
3977587,L - Ward No. 162,L,400072
6904213,P/South - Ward No. 54,PS,400063
1435633,N - Ward No. 124,N,400072
9896154,M/East - Ward No. 146,ME,400094
6152244,E - Ward No. 211,E,400008
4263471,K/West - Ward No. 69,KW,400049
7056210,S - Ward No. 114,S,400078
2763387,S - Ward No. 117,S,400042
4602567,P/South - Ward No. 56,PS,400102
7421510,H/West - Ward No. 98,HW,400052
9334755,M/West - Ward No. 154,MW,400074
2787336,E - Ward No. 213,E,400008
7358086,H/West - Ward No. 98,HW,400052
7904808,R/South - Ward No. 23,RS,400101
7116787,R/Central - Ward No. 16,RC,400091
2344040,P/North - Ward No. 38,PN,400097
2424914,M/West - Ward No. 154,MW,400072
5245765,M/West - Ward No. 152,MW,400071
9552835,M/East - Ward No. 147,ME,400074
1562839,R/South - Ward No. 29,RS,400101
5102701,P/North - Ward No. 35,PN,400064
1073258,R/North MCGM - Ward No.2,RN,400068
9411979,T - Ward No. 105,T,400081
9188838,P/North - Ward No. 33,PN,400095
7680061,N - Ward No. 131,N,400077
5302084,S - Ward No. 111,S,400042
1790880,L - Ward No. 169,L,400024
2032692,R/South - Ward No. 20,RS,400067
6584881,R/Central - Ward No. 15,RC,400092
2240578,G/North - Ward No. 191,GN,400016
4561491,K/East - Ward No. 85,KE,400057
2341341,A - Ward No. 225,A,400001
5086615,K/East - Ward No. 78,KE,400060
3142838,P/North - Ward No. 42,PN,400097
9918267,P/South - Ward No. 54,PS,400063
4202106,K/East - Ward No. 82,KE,400093
2537256,B - Ward No. 223,B,400009
7093678,K/West - Ward No. 62,KW,400102
4342061,H/West - Ward No. 101,HW,400050
7550608,H/West - Ward No. 99,HW,400052
5421240,F/North - Ward No. 172,FN,400022
8983550,G/South - Ward No. 194,GS,400028
2473111,M/East - Ward No. 136,ME,400043
4021759,P/North - Ward No. 44,PN,400097
8800549,P/North - Ward No. 45,PN,400095
7081352,K/West - Ward No. 70,KW,400058
6064754,L - Ward No. 166,L,400070
8766945,M/East - Ward No. 144,ME,400088
7687039,K/West - Ward No. 70,KW,400056
2381905,H/East - Ward No. 88,HE,400055
2721295,K/East - Ward No. 76,KE,400093
5165692,R/North - Ward No. 4,RN,400068
2273406,A - Ward No. 225,A,400028
9140268,E - Ward No. 213,E,400008
3908303,N - Ward No. 131,N,400078
5975717,L - Ward No. 157,L,400004
5697722,R/South - Ward No. 19,RS,400067
7727923,N - Ward No. 124,N,400079
5686250,P/North - Ward No. 38,PN,400097
4909789,N - Ward No. 124,N,400079
6078137,H/East - Ward No. 88,HE,400055
9580494,R/North - Ward No. 7,RN,400068
9034269,T - Ward No. 104,T,400080
9693823,L - Ward No. 159,L,400084
5280230,P/North - Ward No. 38,PN,400097
7052174,R/South - Ward No. 30,RS,400067
6887353,T - Ward No. 108,T,400082
2508063,S - Ward No. 122,S,400076
2882841,P/North - Ward No. 46,PN,400064
1969992,K/West - Ward No. 62,KW,400102
2104602,P/North - Ward No. 45,PN,400097
8530507,F/North - Ward No. 177,FN,400014
1025236,R/South - Ward No. 27,RS,400101
5796556,R/South - Ward No. 24,RS,400101
6903048,L - Ward No. 171,L,400070
5460646,K/West - Ward No. 67,KW,400058
3856575,R/South - Ward No. 22,RS,400067
9684073,G/North - Ward No. 190,GN,400016
6194860,M/East - Ward No. 138,ME,400043
3942082,M/East - Ward No. 144,ME,400071
8549916,G/North - Ward No. 192,GN,400028
7075609,P/North - Ward No. 44,PN,400097
6098735,P/North - Ward No. 33,PN,400095
4076202,S - Ward No. 111,S,400042
9868281,S - Ward No. 115,S,400078
8194322,T - Ward No. 108,T,400080
3735177,F/South - Ward No. 206,FS,400015
7009176,P/North - Ward No. 41,PN,400065
5981943,R/Central - Ward No. 14,RC,400091
4781384,K/East - Ward No. 84,KE,400057
9908658,A - Ward No. 225,A,400001
6363845,P/South - Ward No. 54,PS,400063
2338519,K/East - Ward No. 84,KE,400057
9595450,L - Ward No. 159,L,400072
9394300,P/South - Ward No. 58,PS,400102
9622244,R/Central - Ward No. 18,RC,400067
7591438,K/East - Ward No. 78,KE,400060
7437419,R/Central - Ward No. 11,RC,400066
7560651,H/East - Ward No. 91,HE,400098
5050646,D - Ward No. 217,D,400007
3811167,R/Central - Ward No. 12,RC,400066
2913915,D - Ward No. 214,D,400007
4361314,H/West - Ward No. 101,HW,400050
9755801,P/North - Ward No. 32,PN,400095
8936337,A - Ward No. 227,A,400058
6245159,F/North - Ward No. 181,FN,400037
3937615,L - Ward No. 159,L,400072
5016508,K/West - Ward No. 63,KW,400053
4534072,P/North - Ward No. 41,PN,400097
8997739,F/North - Ward No. 177,FN,400031
2262738,T - Ward No. 108,T,400080
2975818,P/North - Ward No. 41,PN,400065
2761995,R/South - Ward No. 20,RS,400067
7996261,M/East - Ward No. 139,ME,400088
4254529,H/West - Ward No. 100,HW,400050
8118696,R/North - Ward No. 7,RN,400097
1979402,S - Ward No. 115,S,400078
8449511,B - Ward No. 223,B,400009
3095792,R/South - Ward No. 22,RS,400067
3036454,H/East - Ward No. 90,HE,400029
4207748,E - Ward No. 211,E,400008
4035502,D - Ward No. 217,D,400007
5505731,K/East - Ward No. 86,KE,400099
7079435,K/East - Ward No. 75,KE,400059
4641353,P/North - Ward No. 37,PN,400097
4208720,K/West - Ward No. 62,KW,400102
7334060,P/North - Ward No. 35,PN,400064
2547945,S - Ward No. 118,S,400083
8812840,K/West - Ward No. 67,KW,400058
8547268,P/North - Ward No. 34,PN,400095
8055773,S - Ward No. 122,S,400070
1302852,P/North - Ward No. 34,PN,400097
6230290,T - Ward No. 108,T,400082
5511556,H/West - Ward No. 100,HW,400081
1307305,P/North - Ward No. 35,PN,400061
7434207,P/North - Ward No. 46,PN,400064
8628893,N - Ward No. 133,N,400075
1996598,R/South - Ward No. 30,RS,400067
3695604,E - Ward No. 211,E,400008
8370791,M/West - Ward No. 152,MW,400071
2113001,R/Central - Ward No. 12,RC,400066
3109926,M/West - Ward No. 152,MW,400071
4219043,K/East - Ward No. 72,KE,400060
1448835,L - Ward No. 171,L,400070
8287152,L - Ward No. 171,L,400070
5599345,M/West - Ward No. 150,MW,400043
2678354,K/West - Ward No. 62,KW,400102
1062929,R/North - Ward No. 4,RN,400068
6009386,T - Ward No. 107,T,400080
7504299,K/East - Ward No. 81,KE,400093
3564666,M/West - Ward No. 153,MW,400071
1511950,P/South - Ward No. 55,PS,400102
1643917,K/West - Ward No. 66,KW,400058
7668724,D - Ward No. 217,D,400004
5483392,G/North - Ward No. 192,GN,400028
9747369,K/West - Ward No. 59,KW,400058
2743529,L - Ward No. 167,L,400070
7637415,F/South - Ward No. 205,FS,400033
8224045,P/North - Ward No. 38,PN,400097
4985254,E - Ward No. 210,E,400010
5200086,A - Ward No. 225,A,400020
7468920,A - Ward No. 227,A,400005
7493460,M/East - Ward No. 146,ME,400080
7646867,K/West - Ward No. 68,KW,400058
7446642,M/West - Ward No. 154,MW,400074
2837740,R/South - Ward No. 26,RS,400101
3105657,T - Ward No. 107,T,400080
9401460,D - Ward No. 215,D,400007
4122124,P/South - Ward No. 50,PS,400064
7831455,K/East - Ward No. 72,KE,400060
9946473,A - Ward No. 225,A,400001
2057624,R/Central - Ward No. 9,RC,400092
7613160,R/South - Ward No. 19,RS,400067
7722080,K/West - Ward No. 70,KW,400056
2753963,P/South - Ward No. 52,PS,400063
7448533,P/North - Ward No. 33,PN,400095
1108689,R/Central - Ward No. 15,RC,400067
8207156,T - Ward No. 107,T,400080
3757426,G/North - Ward No. 192,GN,400028
2846175,K/West - Ward No. 62,KW,400102
1299884,C - Ward No. 222,C,400002
9414305,M/West - Ward No. 149,MW,400089
4499862,F/North - Ward No. 177,FN,400019
9048430,H/West - Ward No. 97,HW,400054
4245593,K/East - Ward No. 85,KE,400057
3044753,P/North - Ward No. 37,PN,400097
1003436,F/South - Ward No. 203,FS,400012
4530650,A - Ward No. 225,A,400020
7693578,K/West - Ward No. 61,KW,400102
2653062,F/North - Ward No. 174,FN,400037
4065934,M/East - Ward No. 147,ME,400074
7568069,S - Ward No. 109,S,400078
8861350,M/West - Ward No. 154,MW,400071
2851375,S - Ward No. 109,S,400078
8565958,R/South - Ward No. 20,RS,400067
6086126,P/South - Ward No. 53,PS,400065
4422462,M/East - Ward No. 145,ME,400088
8662201,L - Ward No. 167,L,400070
9830673,K/East - Ward No. 81,KE,400093
8425570,R/Central - Ward No. 9,RC,400091
2028604,F/South - Ward No. 205,FS,400033
4776939,F/South - Ward No. 206,FS,400015
7175087,M/West - Ward No. 154,MW,400071
8628092,M/West - Ward No. 149,MW,400089
2441087,K/West - Ward No. 61,KW,400056
8743983,R/South - Ward No. 24,RS,400101
5937135,K/East - Ward No. 75,KE,400059
4283616,K/East - Ward No. 84,KE,400057
7101838,S - Ward No. 116,S,400078
3546696,M/East - Ward No. 144,ME,400043
4771730,S - Ward No. 122,S,400076
1098640,P/North - Ward No. 43,PN,400097
4882656,K/West - Ward No. 62,KW,400102
3715468,D - Ward No. 214,D,0
3971080,P/South - Ward No. 51,PS,400097
3372880,R/South - Ward No. 29,RS,400101
1703291,P/North - Ward No. 35,PN,400064
6598236,F/North - Ward No. 172,FN,400022
5700798,R/South - Ward No. 24,RS,400101
8214414,F/North - Ward No. 177,FN,400031
1622585,F/North - Ward No. 176,FN,400037
9275426,H/West - Ward No. 97,HW,400049
9381339,H/West - Ward No. 100,HW,400081
1687039,M/West - Ward No. 150,MW,400089
8628923,R/Central - Ward No. 16,RC,400091
7223690,M/West - Ward No. 149,MW,400089
8225152,H/East - Ward No. 88,HE,400055
2260146,L - Ward No. 166,L,400070
4108519,M/East - Ward No. 143,ME,400088
8222134,D - Ward No. 218,D,400004
3810429,P/South - Ward No. 50,PS,400064
1357994,H/West - Ward No. 101,HW,400050
9378578,S - Ward No. 118,S,400083
8095227,T - Ward No. 106,T,400081
2403166,S - Ward No. 109,S,400078
2861096,P/North - Ward No. 33,PN,400095
4243548,P/North - Ward No. 48,PN,400095
8053179,M/East - Ward No. 143,ME,400088
8328147,S - Ward No. 118,S,400083
6381030,N - Ward No. 133,N,400077
5149374,R/South - Ward No. 20,RS,400067
8719166,F/South - Ward No. 205,FS,400033
8637726,P/North - Ward No. 48,PN,400095
8314296,L - Ward No. 158,L,400072
5959788,P/North - Ward No. 41,PN,400097
4816091,F/South - Ward No. 205,FS,400033
5531437,K/East - Ward No. 76,KE,400093
1193571,H/East - Ward No. 87,HE,400055
9150873,G/South - Ward No. 197,GS,400018
4904254,T - Ward No. 106,T,400081
