district_area,pseudocode,facility_building_status,facility_no_building_blocks,facility_pucca_building_blocks,facility_boundary_wall,facility_total_class_rooms,facility_other_rooms,facility_classrooms_in_good_condition,facility_classrooms_needs_minor_repair,facility_classrooms_needs_major_repair,facility_separate_room_for_hm,facility_total_boys_toilet,facility_total_boys_func_toilet,facility_total_girls_toilet,facility_total_girls_func_toilet,facility_total_boys_cwsn_toilet,facility_func_boys_cwsn_friendly,facility_total_girls_cwsn_toilet,facility_func_girls_cwsn_friendly,facility_urinal_boys,facility_urinal_girls,facility_handwash_near_toilet,facility_hand_pump_yn,facility_well_prot_yn,facility_tap_yn,facility_othsrc_yn,facility_well_unprot_yn,facility_pack_water_yn,facility_hand_pump_fun_yn,facility_well_prot_fun_yn,facility_tap_fun_yn,facility_othsrc_fun_yn,facility_well_unprot_fun_yn,facility_pack_water_fun_yn,facility_rain_water_harvesting,facility_handwash_facility_for_meal,facility_electricity_availability,facility_solar_panel,facility_library_availability,facility_book_bank,facility_reading_corner,facility_playground_available,facility_playground_alt_yn,facility_medical_checkups,facility_availability_ramps,facility_availability_of_handrails,facility_furniture_availability,facility_phy_lab_cond,facility_chem_lab_cond,facility_bio_lab_cond,facility_math_lab_cond,facility_lang_lab_cond,facility_geo_lab_cond,facility_home_sc_lab_cond,facility_psycho_lab_cond,facility_comp_lab_cond,facility_comp_ict_lab_yn,facility_ict_lab_yn,facility_laptop,facility_tablet,facility_desktop,facility_digiboard,facility_teachdev_tot,facility_server_tot,facility_smart_class_tv_tot,facility_projector,facility_printer,facility_internet,facility_dth,facility_spl_educator_yn,teacher_total_tch,teacher_male,teacher_female,teacher_transgender,teacher_gen_tch,teacher_sc_tch,teacher_st_tch,teacher_obc_tch,teacher_regular,teacher_contract,teacher_part_time,teacher_below_graduate,teacher_graduate,teacher_post_graduate_and_above,teacher_trained_comp,teacher_class_taught_pr,teacher_class_taught_upr,teacher_class_taught_pr_upr,teacher_class_taught_sec_only,teacher_class_taught_hsec_only,teacher_class_taught_upr_sec,teacher_class_taught_sec_hsec,teacher_class_taugt_pre_primary_only,teacher_class_taught_pr_and_pre_pri,teacher_teacher_involve_non_training_assignment,teacher_diploma_certificate,teacher_bachelor_of_ee,teacher_bed_equivalent,teacher_med_equivalent,teacher_other,teacher_none,teacher_diploma_special_edu,teacher_pursuing_rpc,teacher_diploma_ele_edu,teacher_early_childhood_tch,teacher_bed_nursery,teacher_trained_cwsn
Mumbai Suburban,3097228,3,0,1,1,0,3,2,0,0,1,4,4,4,4,1,1,1,1,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,42,13,0,0,1,1,2,2,1,2,2,2,1,1,0,1,1,0,0,2,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3097840,2,0,1,1,0,4,10,0,0,1,2,2,2,2,1,1,1,1,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,4,0,16,0,4,0,4,4,3,1,2,2,7,2,5,0,5,0,1,1,7,0,0,0,6,1,7,7,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1
Mumbai Suburban,3098952,2,0,1,1,0,3,4,0,0,1,1,1,1,1,1,1,0,0,9,6,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,1,0,10,0,0,1,4,1,1,1,1,2,3,1,2,0,3,0,0,0,3,0,0,1,0,2,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3101887,2,0,1,1,0,4,12,0,0,1,5,5,5,5,1,1,1,1,10,5,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,63,0,0,0,12,12,2,1,2,3,11,1,10,0,11,0,0,0,11,0,0,9,2,0,11,11,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3112284,3,0,1,1,0,3,9,0,0,1,4,4,4,4,1,1,1,1,4,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,78,1,0,0,0,1,1,1,1,2,2,9,5,4,0,4,1,0,4,9,0,0,1,4,4,9,5,2,2,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,1
Mumbai Suburban,3117597,1,0,1,1,0,5,12,0,0,1,1,1,1,1,1,1,1,1,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,3,1,1,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,1,12,0,1,1,3,1,3,1,2,3,16,0,16,0,13,3,0,0,16,0,0,6,10,0,15,16,0,0,0,0,0,0,0,0,0,5,0,0,0,2,9,0,0,0,0,0,0
Mumbai Suburban,3124996,1,0,1,1,0,9,11,0,0,1,4,4,3,3,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,3,1,20,0,15,1,1,1,3,1,1,3,5,0,5,0,5,0,0,0,5,0,0,3,2,0,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3128058,3,0,1,1,0,3,8,0,0,1,2,2,2,2,1,1,0,0,4,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,210,0,0,0,0,0,0,0,2,2,2,4,3,1,0,3,0,0,0,1,1,2,0,4,0,2,0,0,0,4,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3139694,2,0,1,6,0,3,11,0,0,1,3,3,4,4,1,1,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,2,0,0,0,3,3,1,1,2,2,3,0,3,0,3,0,0,0,3,0,0,1,2,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3143077,1,0,0,1,0,6,13,0,0,1,3,3,3,3,1,1,1,1,5,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,30,0,24,1,9,0,3,1,2,2,10,2,8,0,6,4,0,0,10,0,0,0,8,2,3,10,0,0,0,0,0,0,0,0,0,6,1,1,0,1,0,0,0,1,0,0,0
Mumbai Suburban,3143675,3,0,1,1,0,7,9,0,0,1,3,3,4,4,1,1,1,1,3,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,20,0,0,0,1,1,0,1,2,3,28,4,24,0,24,2,0,2,11,17,0,4,19,5,25,12,8,3,0,0,0,0,4,1,9,0,0,11,0,8,1,0,0,7,1,0,6
Mumbai Suburban,3146773,3,0,0,2,0,1,0,0,0,2,5,5,5,5,0,0,0,0,5,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,2,9,3,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,2,2,3,13,2,11,0,13,0,0,0,13,0,0,2,7,4,12,11,0,0,0,0,0,0,0,2,1,0,0,3,1,2,1,0,0,6,0,0,0
Mumbai Suburban,3148458,3,0,1,1,0,18,19,0,0,1,10,10,10,10,1,1,1,1,10,10,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,20,0,0,0,6,2,1,1,2,1,12,7,5,0,3,5,3,1,12,0,0,2,7,3,10,5,3,4,0,0,0,0,0,0,0,8,0,3,0,1,0,0,0,0,0,0,1
Mumbai Suburban,3149617,1,0,1,1,0,6,4,0,0,1,2,2,2,2,1,0,0,0,3,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,1,1,2,3,3,0,3,0,2,0,0,1,3,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3153343,3,0,1,1,0,7,18,0,0,1,4,4,5,5,1,1,1,1,5,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,74,2,0,2,0,1,1,2,1,1,3,15,7,8,0,5,2,0,7,15,0,0,4,7,4,15,9,6,0,0,0,0,0,0,0,0,9,0,4,0,0,0,2,0,0,0,0,2
Mumbai Suburban,3154117,3,0,1,1,0,9,13,4,0,1,2,2,1,1,0,0,1,1,5,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,56,1,0,0,0,1,0,1,1,2,3,14,5,9,0,7,1,1,3,14,0,0,3,5,6,14,10,3,1,0,0,0,0,0,0,0,8,0,5,1,0,0,0,0,0,0,0,0
Mumbai Suburban,3155579,1,0,1,1,0,11,11,0,0,1,0,0,0,0,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,0,0,1,1,2,3,3,0,3,0,3,0,0,0,1,2,0,0,2,1,3,0,1,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
Mumbai Suburban,3161065,1,0,1,1,0,4,4,0,0,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,5,0,0,0,0,0,2,1,2,2,4,0,4,0,4,0,0,0,4,0,0,2,1,1,4,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3173097,1,0,1,1,0,3,4,0,0,1,3,3,3,3,1,1,1,1,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,1,1,1,3,6,0,6,0,4,0,0,2,6,0,0,5,1,0,0,6,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,1,1,0,0,0
Mumbai Suburban,3174914,2,0,2,1,0,7,8,0,0,1,5,5,5,5,1,1,1,1,8,8,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,16,0,0,0,2,2,2,1,2,3,5,0,5,0,5,0,0,0,5,0,0,0,5,0,3,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3176639,2,0,1,1,0,4,12,0,0,1,4,4,3,3,2,2,1,1,6,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,0,2,0,30,1,0,12,1,1,2,3,10,0,10,0,10,0,0,0,9,1,0,1,5,4,9,10,0,0,0,0,0,0,0,0,6,5,0,1,1,0,0,0,0,3,0,0,0
Mumbai Suburban,3178356,2,0,1,1,0,12,12,0,0,1,1,1,1,1,1,1,1,1,4,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,2,4,0,1,1,0,1,3,1,2,1,6,0,6,0,4,0,1,1,6,0,0,0,5,1,6,2,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,5,0,0,0,0,6
Mumbai Suburban,3181473,1,0,1,6,0,2,5,0,0,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,2,0,0,0,0,0,1,1,1,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mumbai Suburban,3191011,2,0,1,1,0,5,4,0,0,1,8,8,6,6,1,1,1,1,12,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,1,10,0,10,1,1,1,1,1,2,2,4,0,4,0,2,0,0,2,4,0,0,1,3,0,4,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3195667,3,0,1,1,0,5,6,0,0,1,2,2,2,2,1,1,1,1,4,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1,1,1,0,1,2,2,5,1,4,0,5,0,0,0,5,0,0,0,5,0,1,4,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3202644,3,0,1,1,0,3,9,0,0,1,8,8,15,15,1,1,1,1,16,16,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,286,1,0,0,0,1,1,1,1,2,3,15,6,9,0,9,0,0,4,15,0,0,9,3,3,15,6,7,1,0,0,0,0,1,0,0,9,1,4,1,0,0,0,0,0,0,0,0
Mumbai Suburban,3208291,2,0,1,1,0,2,6,0,0,1,3,2,3,2,2,2,2,2,10,10,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,0,0,25,0,3,2,3,0,1,1,2,2,7,0,7,0,6,1,0,0,0,7,0,3,2,2,7,7,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,0,6
Mumbai Suburban,3210549,2,0,2,1,0,10,16,0,0,1,12,12,12,12,1,1,1,1,8,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,5,500,0,6,16,16,4,1,2,2,18,0,18,0,16,1,0,1,16,2,0,1,9,8,18,18,0,0,0,0,0,0,0,0,17,15,0,1,0,2,0,0,0,0,0,0,18
Mumbai Suburban,3213040,2,0,1,1,0,6,4,0,0,1,2,2,2,2,0,0,1,1,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,0,0,12,0,4,1,0,1,1,1,2,3,2,0,2,0,1,1,0,0,2,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
Mumbai Suburban,3217127,3,0,1,1,0,3,13,0,0,1,5,5,5,5,1,1,1,1,7,7,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,16,11,0,0,0,0,3,1,1,2,2,26,16,10,0,13,2,1,9,26,0,0,0,17,9,25,13,13,0,0,0,0,0,0,0,0,15,0,10,0,1,0,0,0,0,0,0,0
Mumbai Suburban,3217553,3,0,1,1,0,9,9,0,0,1,3,3,4,4,1,1,2,2,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,1,1,2,2,10,5,5,0,3,1,0,5,10,0,0,5,3,2,8,7,2,1,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3221085,2,0,1,1,0,9,6,0,0,1,4,4,4,4,1,1,2,2,7,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,0,0,3,0,20,1,6,0,2,1,1,3,7,0,7,0,7,0,0,0,5,2,0,1,3,3,7,7,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,6,0,0,0
Mumbai Suburban,3221737,1,0,1,1,0,4,4,0,0,1,2,2,4,4,0,0,1,1,5,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,8,0,30,1,1,1,1,1,1,3,7,2,5,0,5,0,0,2,5,2,0,1,1,5,5,7,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0
Mumbai Suburban,3229400,1,0,1,1,0,5,12,0,0,1,3,3,3,3,1,1,0,0,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,1,10,0,10,0,3,1,2,1,1,2,7,1,6,0,4,1,0,1,7,0,0,7,0,0,5,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0
Mumbai Suburban,3230939,2,0,3,1,0,5,24,0,0,1,0,0,16,16,0,0,2,2,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,9,1,1,2,3,0,0,0,0,0,0,0,0,0,1,9,24,0,34,0,0,0,24,25,1,1,2,3,20,0,20,0,20,0,0,0,20,0,0,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3237217,2,0,1,1,0,6,8,0,0,1,6,6,6,6,2,2,2,2,8,8,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,2,1,2,1,0,0,0,0,0,0,0,0,0,1,9,2,0,40,0,2,1,8,8,2,1,1,2,12,1,11,0,11,0,0,1,12,0,0,1,6,5,12,12,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,1,1,0,0,1
Mumbai Suburban,3248979,1,0,1,1,0,6,6,0,0,1,3,3,3,3,1,0,1,0,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,10,0,0,0,0,0,1,1,2,3,4,0,4,0,4,0,0,0,4,0,0,2,1,1,3,4,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3249640,3,0,1,1,0,3,4,0,2,1,2,2,2,2,1,1,1,1,2,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1,1,1,0,1,2,2,3,0,3,0,2,1,0,0,2,0,1,2,0,1,3,1,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1
Mumbai Suburban,3252274,2,0,1,1,0,5,6,0,0,1,5,5,5,5,1,1,1,1,5,8,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,2,0,5,0,5,1,1,1,2,1,2,2,6,0,6,0,4,1,0,1,6,0,0,6,0,0,6,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3254036,1,0,1,1,0,8,8,0,0,1,1,1,2,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,3,1,6,0,0,0,0,1,1,1,1,3,4,0,4,0,4,0,0,0,4,0,0,1,3,0,4,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3254817,3,0,1,1,0,4,7,0,0,1,9,9,9,9,1,1,2,2,8,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,500,1,0,1,0,0,0,1,1,2,2,8,1,7,0,7,0,0,1,8,0,0,0,5,3,8,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3259464,1,0,1,1,0,4,7,0,0,1,3,3,3,3,1,1,1,1,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,2,1,2,1,0,0,0,0,0,0,0,0,0,2,9,1,0,1,0,0,0,0,1,1,1,2,2,7,2,5,0,7,0,0,0,7,0,0,4,2,1,5,4,2,1,0,0,0,0,0,0,7,0,0,1,0,0,6,0,0,0,0,0,0
Mumbai Suburban,3271738,3,0,1,1,0,2,2,0,0,2,6,6,5,5,1,1,1,1,6,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,21,0,0,0,1,1,1,1,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3277398,2,0,1,1,0,4,4,0,0,1,3,3,3,3,1,1,1,1,3,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,1,0,13,0,0,0,0,2,2,1,2,3,8,0,8,0,8,0,0,0,8,0,0,6,1,1,5,8,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3278174,3,0,1,1,0,3,2,0,0,1,3,3,2,2,1,1,1,1,4,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,1,1,0,1,2,3,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3281784,1,0,3,1,0,22,22,0,0,1,3,3,3,3,0,0,0,0,0,0,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,15,0,0,0,0,1,3,1,2,1,14,0,14,0,14,0,0,0,14,0,0,2,10,2,3,14,0,0,0,0,0,0,0,0,2,4,0,1,0,0,7,0,0,2,0,0,0
Mumbai Suburban,3286695,3,0,1,1,0,11,10,9,3,1,3,3,4,4,1,1,1,1,3,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,52,2,0,0,0,5,0,2,1,1,2,20,6,14,0,9,4,0,6,12,8,0,2,7,11,20,10,2,5,3,0,0,0,0,0,0,11,0,6,1,0,0,0,0,2,0,0,1
Mumbai Suburban,3289241,2,0,1,1,0,3,16,0,0,1,2,2,6,6,2,2,3,3,8,6,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,3,0,0,1,16,1,1,1,2,3,17,0,17,0,12,1,0,4,17,0,0,3,8,6,11,17,0,0,0,0,0,0,0,0,1,14,0,1,0,0,0,0,0,2,0,0,1
Mumbai Suburban,3291553,2,0,1,1,0,4,4,0,0,1,2,2,2,2,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,0,0,1,1,2,3,6,0,6,0,6,0,0,0,6,0,0,1,4,1,5,6,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,2
Mumbai Suburban,3291844,2,0,1,1,0,4,4,0,0,1,5,5,5,5,1,1,1,1,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,12,0,0,0,0,0,1,1,2,3,4,0,4,0,4,0,0,0,4,0,0,3,1,0,1,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3298299,1,0,1,1,0,3,2,0,0,1,3,3,5,5,1,1,1,1,5,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,0,10,0,0,0,1,1,1,1,2,3,2,0,2,0,0,1,0,1,2,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
Mumbai Suburban,3307486,3,0,1,1,0,3,8,0,0,1,4,4,1,1,1,1,1,1,5,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,3,1,1,1,1,2,4,1,3,0,0,2,1,1,4,0,0,2,2,0,4,1,0,3,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,4
Mumbai Suburban,3311250,3,0,1,1,0,6,6,0,0,1,1,1,1,1,1,1,1,1,5,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,20,140,17,50,1,1,2,2,1,1,2,2,7,4,3,0,2,1,3,0,7,0,0,0,7,0,7,1,0,0,3,0,3,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,1
Mumbai Suburban,3317563,3,0,1,1,0,3,12,0,0,2,6,6,9,9,1,1,1,1,6,9,1,1,2,1,2,2,2,1,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,5,224,20,0,1,0,1,1,1,1,2,2,14,2,12,0,13,0,0,1,2,12,0,1,11,2,13,8,2,2,2,0,0,0,0,0,13,0,0,12,0,1,0,0,0,1,0,0,5
Mumbai Suburban,3319423,3,0,1,1,0,16,6,0,0,1,16,16,16,16,1,1,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,1,0,7,0,1,1,2,2,6,2,4,0,4,2,0,0,6,0,0,0,4,2,5,6,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,2
Mumbai Suburban,3329338,1,0,1,1,0,5,3,0,0,1,1,1,4,4,0,0,1,1,1,5,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,2,0,18,0,2,1,1,1,2,2,5,1,4,0,4,0,1,0,4,1,0,2,2,1,5,5,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1
