district_area,pseudocode,facility_building_status,facility_no_building_blocks,facility_pucca_building_blocks,facility_boundary_wall,facility_total_class_rooms,facility_other_rooms,facility_classrooms_in_good_condition,facility_classrooms_needs_minor_repair,facility_classrooms_needs_major_repair,facility_separate_room_for_hm,facility_total_boys_toilet,facility_total_boys_func_toilet,facility_total_girls_toilet,facility_total_girls_func_toilet,facility_total_boys_cwsn_toilet,facility_func_boys_cwsn_friendly,facility_total_girls_cwsn_toilet,facility_func_girls_cwsn_friendly,facility_urinal_boys,facility_urinal_girls,facility_handwash_near_toilet,facility_hand_pump_yn,facility_well_prot_yn,facility_tap_yn,facility_othsrc_yn,facility_well_unprot_yn,facility_pack_water_yn,facility_hand_pump_fun_yn,facility_well_prot_fun_yn,facility_tap_fun_yn,facility_othsrc_fun_yn,facility_well_unprot_fun_yn,facility_pack_water_fun_yn,facility_rain_water_harvesting,facility_handwash_facility_for_meal,facility_electricity_availability,facility_solar_panel,facility_library_availability,facility_book_bank,facility_reading_corner,facility_playground_available,facility_playground_alt_yn,facility_medical_checkups,facility_availability_ramps,facility_availability_of_handrails,facility_furniture_availability,facility_phy_lab_cond,facility_chem_lab_cond,facility_bio_lab_cond,facility_math_lab_cond,facility_lang_lab_cond,facility_geo_lab_cond,facility_home_sc_lab_cond,facility_psycho_lab_cond,facility_comp_lab_cond,facility_comp_ict_lab_yn,facility_ict_lab_yn,facility_laptop,facility_tablet,facility_desktop,facility_digiboard,facility_teachdev_tot,facility_server_tot,facility_smart_class_tv_tot,facility_projector,facility_printer,facility_internet,facility_dth,facility_spl_educator_yn,teacher_total_tch,teacher_male,teacher_female,teacher_transgender,teacher_gen_tch,teacher_sc_tch,teacher_st_tch,teacher_obc_tch,teacher_regular,teacher_contract,teacher_part_time,teacher_below_graduate,teacher_graduate,teacher_post_graduate_and_above,teacher_trained_comp,teacher_class_taught_pr,teacher_class_taught_upr,teacher_class_taught_pr_upr,teacher_class_taught_sec_only,teacher_class_taught_hsec_only,teacher_class_taught_upr_sec,teacher_class_taught_sec_hsec,teacher_class_taugt_pre_primary_only,teacher_class_taught_pr_and_pre_pri,teacher_teacher_involve_non_training_assignment,teacher_diploma_certificate,teacher_bachelor_of_ee,teacher_bed_equivalent,teacher_med_equivalent,teacher_other,teacher_none,teacher_diploma_special_edu,teacher_pursuing_rpc,teacher_diploma_ele_edu,teacher_early_childhood_tch,teacher_bed_nursery,teacher_trained_cwsn
Mumbai Suburban,3335524,3,0,1,1,0,2,8,0,0,1,6,6,6,6,1,1,0,0,8,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,2,0,1,1,2,3,4,1,3,0,2,1,1,0,4,0,0,0,1,3,4,2,1,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3342853,3,0,1,1,0,1,9,0,0,1,2,2,4,4,1,0,0,0,3,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,2,2,1,1,2,3,7,2,5,0,7,0,0,0,7,0,0,1,6,0,1,3,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,1
Mumbai Suburban,3346999,1,0,1,1,0,12,11,0,0,1,3,3,3,3,3,3,3,3,1,1,1,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,2,1,2,1,2,1,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,10,1,8,0,0,0,0,2,2,1,2,3,7,1,6,0,7,0,0,0,7,0,0,0,7,0,6,3,3,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3
Mumbai Suburban,3348713,1,0,1,6,0,6,7,0,0,1,2,2,2,2,1,1,1,1,4,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,5,0,15,0,0,0,3,0,5,1,1,2,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3354387,3,0,1,1,0,4,4,0,0,1,2,2,4,4,1,1,1,1,5,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,1,1,48,0,0,2,2,1,1,2,2,3,1,2,0,1,0,0,0,3,0,0,1,1,1,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
Mumbai Suburban,3355924,3,0,0,1,0,7,9,0,0,1,4,4,4,4,1,1,1,1,5,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,2,1,1,1,2,2,8,1,7,0,2,2,1,2,6,2,0,1,4,3,8,5,2,1,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,1,0,0,0
Mumbai Suburban,3358107,2,0,1,1,0,12,24,0,0,1,4,4,6,6,2,2,1,1,15,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,27,0,24,2,15,27,8,1,2,3,14,0,14,0,14,0,0,0,14,0,0,1,12,1,6,14,0,0,0,0,0,0,0,0,13,11,0,3,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3366811,3,0,1,1,0,1,5,0,0,1,2,2,2,2,0,0,1,1,9,4,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,15,1,0,0,0,1,1,1,1,2,2,4,3,1,0,1,2,1,0,4,0,0,1,2,1,4,2,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3394864,3,0,1,1,0,12,8,0,0,1,3,3,4,4,1,1,0,0,4,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,30,11,0,0,0,2,1,1,1,2,2,9,2,7,0,4,0,5,0,9,0,0,2,3,4,9,5,4,0,0,0,0,0,0,0,5,5,0,2,2,0,0,0,0,0,0,0,1
Mumbai Suburban,3396148,1,0,1,1,0,8,18,5,3,1,4,4,4,4,1,1,1,1,6,4,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,4,0,5,0,2,2,0,1,3,1,2,1,13,2,11,0,4,2,3,4,10,3,0,0,12,1,13,5,4,4,0,0,0,0,0,0,4,0,0,4,1,0,0,7,1,0,0,0,12
Mumbai Suburban,3399377,3,0,1,1,0,14,14,0,0,1,6,6,6,6,1,1,1,1,6,5,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,14,0,0,0,0,1,1,1,2,2,14,0,14,0,10,1,0,2,14,0,0,1,7,6,14,8,6,0,0,0,0,0,0,0,2,1,0,11,0,0,0,0,0,2,0,0,1
Mumbai Suburban,3411535,3,0,1,1,0,3,0,2,0,1,3,3,3,3,1,1,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,2,0,0,1,2,2,2,0,2,0,2,0,0,0,1,1,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3414602,3,0,1,1,0,2,5,0,0,1,3,3,3,3,1,1,1,1,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,2,1,9,2,7,0,7,1,1,0,9,0,0,0,3,6,9,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,1,0,9
Mumbai Suburban,3414930,3,0,1,1,0,5,2,0,0,1,3,3,2,2,1,1,1,1,8,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,1,2,2,2,0,2,0,1,1,0,0,2,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1
Mumbai Suburban,3416515,1,0,1,1,0,11,11,0,0,1,5,5,3,3,1,1,1,1,10,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,0,0,25,0,0,0,0,1,3,1,2,3,10,0,10,0,10,0,0,0,10,0,0,5,3,2,6,10,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,6,0,0,0
Mumbai Suburban,3419300,1,0,1,1,0,6,4,0,0,1,3,3,4,4,2,2,0,0,5,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,10,0,1,0,1,1,3,1,2,2,4,0,4,0,2,1,0,1,4,0,0,2,2,0,4,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3420419,2,0,1,1,0,5,19,0,0,1,4,4,7,7,1,1,1,1,2,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,3,0,0,0,1,2,1,1,2,2,14,1,13,0,14,0,0,0,14,0,0,4,9,1,14,13,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,2,0,0,1
Mumbai Suburban,3422150,3,0,1,1,0,5,5,0,0,1,5,5,5,5,1,1,1,1,9,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,1,1,1,2,3,6,1,5,0,4,0,0,1,6,0,0,0,6,0,6,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3423739,2,0,1,1,0,6,10,0,0,1,2,2,2,2,1,1,1,1,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,0,0,20,0,0,0,0,2,2,1,1,2,5,0,5,0,1,0,0,4,5,0,0,4,0,1,2,5,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1
Mumbai Suburban,3424807,1,0,1,1,0,3,14,0,0,1,3,3,4,4,1,1,1,1,20,8,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,31,0,0,0,2,2,2,1,2,2,13,2,11,0,5,2,0,5,13,0,0,1,9,3,13,13,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3428325,2,0,2,1,0,8,4,0,0,1,3,3,2,2,1,1,1,1,3,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,16,0,0,1,3,3,2,1,2,3,6,0,6,0,6,0,0,0,6,0,0,4,2,0,6,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0
Mumbai Suburban,3437119,3,0,1,1,0,9,10,0,0,1,3,3,3,3,1,1,1,1,7,3,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,3,0,0,0,0,0,0,0,0,0,1,2,0,0,12,0,0,0,1,1,1,1,2,2,4,0,4,0,1,1,1,0,4,0,0,1,2,1,2,3,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0
Mumbai Suburban,3449241,3,0,1,1,0,4,8,4,1,1,2,2,2,2,1,1,1,1,4,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,1,1,1,1,2,3,29,13,16,0,16,2,1,7,24,5,0,5,15,9,21,14,9,6,0,0,0,0,0,0,1,14,0,10,0,3,0,0,0,2,0,0,0
Mumbai Suburban,3454636,3,0,1,1,0,6,8,0,0,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,12,0,0,0,0,1,0,1,2,2,16,6,10,0,11,1,1,2,16,0,0,4,7,5,15,3,8,5,0,0,0,0,0,0,0,7,0,6,1,2,0,0,0,0,0,0,0
Mumbai Suburban,3456197,1,0,1,1,0,4,8,0,0,1,5,5,5,5,1,1,1,1,5,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,33,0,3,1,0,3,1,1,2,2,8,0,8,0,8,0,0,0,8,0,0,1,6,1,6,8,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,1,0,0
Mumbai Suburban,3458217,3,0,1,1,0,2,4,0,0,1,2,2,3,3,1,1,1,1,4,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,4,2,1,1,2,2,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3461811,2,0,1,1,0,6,4,0,0,1,6,6,6,6,1,1,0,0,13,13,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,3,4,4,1,4,4,1,1,2,3,3,0,3,0,3,0,0,0,2,1,0,1,1,1,3,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1
Mumbai Suburban,3465667,3,0,1,1,0,2,3,3,0,1,4,4,4,4,1,1,1,1,5,5,1,2,2,1,2,2,2,2,2,1,2,2,2,3,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,28,1,0,0,0,1,1,1,1,2,3,4,1,3,0,2,1,0,1,4,0,0,1,1,2,4,2,0,2,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0
Mumbai Suburban,3477289,3,0,1,1,0,8,11,0,0,1,4,4,4,4,1,1,1,1,6,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,39,1,0,1,0,2,2,1,1,2,2,13,4,9,0,6,1,3,2,13,0,0,2,5,6,13,1,2,6,4,0,0,0,0,0,4,4,0,6,0,0,0,1,0,0,2,0,0
Mumbai Suburban,3483157,3,0,1,1,0,1,3,0,0,1,5,5,5,5,1,1,1,1,9,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,1,2,3,5,1,4,0,4,0,0,1,5,0,0,3,1,1,5,2,2,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,1
Mumbai Suburban,3485596,2,0,1,5,0,5,6,0,0,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,16,0,12,1,0,1,4,1,1,3,6,2,4,0,6,0,0,0,5,1,0,4,2,0,6,6,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,1,0,0,0
Mumbai Suburban,3490159,2,0,1,1,0,4,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,1,0,1,0,0,0,1,0,1,1,2,2,2,1,1,0,0,2,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3496035,1,0,3,1,0,6,10,0,0,1,4,4,5,5,1,1,1,1,8,7,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,2,1,1,1,2,3,0,0,0,0,0,0,0,0,0,1,9,1,0,33,0,0,1,0,1,2,1,2,3,10,0,10,0,10,0,0,0,10,0,0,3,5,2,0,10,0,0,0,0,0,0,0,0,0,4,0,1,1,1,1,1,0,1,0,0,0
Mumbai Suburban,3503932,3,0,1,1,0,17,4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,23,20,0,0,1,1,1,1,1,2,2,8,6,2,0,4,1,0,1,8,0,0,1,3,4,8,3,4,1,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3504347,2,0,1,1,0,6,12,0,0,1,6,6,0,0,7,7,0,0,32,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,3,0,32,0,0,1,12,12,4,1,2,1,13,1,12,0,13,0,0,0,9,4,0,1,11,1,1,13,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,3,0,0,1
Mumbai Suburban,3505066,3,0,1,1,0,4,7,0,0,1,4,4,2,2,1,1,1,1,4,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,5,0,0,1,2,2,1,2,2,2,5,3,2,0,5,0,0,0,5,0,0,0,5,0,5,1,1,3,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3506290,1,0,1,1,0,5,6,0,0,1,4,4,4,4,1,1,1,1,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,10,0,10,1,0,0,1,1,2,2,5,1,4,0,4,0,0,1,5,0,0,2,2,1,4,5,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3517535,1,0,1,1,0,7,6,0,0,1,4,4,4,4,1,1,1,1,3,3,1,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,10,0,1,0,1,2,2,1,1,2,5,1,4,0,5,0,0,0,5,0,0,1,2,2,4,5,0,0,0,0,0,0,0,0,1,2,0,2,0,1,0,0,0,0,0,0,0
Mumbai Suburban,3519403,3,0,1,1,0,2,3,0,0,1,3,3,3,3,1,1,1,1,7,7,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,1,1,1,2,2,2,0,2,0,1,0,0,1,2,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
Mumbai Suburban,3522201,1,0,1,1,0,4,17,0,0,1,6,6,6,6,1,1,1,1,6,9,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,1,0,14,1,8,8,2,1,2,3,17,4,13,0,7,1,0,7,17,0,0,16,1,0,17,17,0,0,0,0,0,0,0,0,4,16,0,1,0,0,0,0,0,0,0,0,1
Mumbai Suburban,3522380,1,0,1,1,0,4,12,0,0,1,6,6,14,14,2,2,2,2,16,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,0,0,38,0,0,1,0,1,5,1,1,3,5,0,5,0,4,0,0,1,4,1,0,0,4,1,4,4,0,0,0,0,0,0,1,0,2,1,0,1,0,2,1,0,0,0,0,0,0
Mumbai Suburban,3525973,3,0,23,1,0,23,23,0,0,1,4,4,8,4,1,1,1,1,7,7,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,1,1,1,2,3,8,1,7,0,7,0,0,0,8,0,0,2,2,4,7,4,2,2,0,0,0,0,0,0,4,5,0,3,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3534586,3,0,1,1,0,1,8,0,0,2,2,2,2,2,0,0,0,0,3,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,1,0,0,0,1,1,2,2,5,2,3,0,2,1,1,0,5,0,0,2,0,3,0,4,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3541799,2,0,1,1,0,4,12,0,0,1,4,4,0,0,2,2,0,0,15,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,2,1,2,1,0,0,0,0,0,0,0,0,0,1,9,0,0,96,0,12,0,0,1,2,1,2,3,12,1,11,0,12,0,0,0,12,0,0,10,0,2,1,12,0,0,0,0,0,0,0,0,1,9,0,1,1,1,0,0,0,0,0,0,7
Mumbai Suburban,3542417,1,0,1,1,0,5,9,0,0,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,0,0,5,0,0,0,0,1,2,1,2,3,13,4,9,0,13,0,0,0,13,0,0,5,6,2,7,6,3,4,0,0,0,0,0,0,0,0,0,1,0,2,9,0,0,1,0,0,0
Mumbai Suburban,3543657,1,0,1,1,0,28,28,0,0,1,2,2,2,2,2,2,2,2,8,8,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,1,0,0,0,0,1,2,1,1,2,12,1,11,0,12,0,0,0,12,0,0,11,0,1,12,11,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,8,0,0,12
Mumbai Suburban,3547718,3,0,2,7,0,2,4,0,0,1,2,2,2,2,1,1,1,1,3,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0,1,1,1,2,2,2,0,2,0,1,0,0,0,2,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Mumbai Suburban,3551338,3,0,1,1,0,4,16,0,0,1,4,4,4,4,1,1,0,0,8,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,1,2,0,70,2,0,0,0,2,2,2,1,2,3,18,5,13,0,6,5,1,6,17,1,0,4,6,8,18,8,3,4,3,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3551844,1,0,1,1,0,8,12,0,0,1,10,10,10,10,1,1,1,1,12,12,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,20,0,0,0,0,12,2,1,2,3,16,0,16,0,16,0,0,0,16,0,0,6,8,2,15,16,0,0,0,0,0,0,0,0,0,10,0,4,0,0,2,0,0,0,0,0,0
Mumbai Suburban,3557706,3,0,1,1,0,5,2,0,0,1,6,6,6,6,1,1,1,1,10,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,28,12,0,0,0,2,1,1,1,2,2,2,1,1,0,1,0,1,0,2,0,0,1,0,1,2,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3557784,3,0,2,1,0,3,9,0,0,1,4,4,3,3,1,1,1,1,4,4,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,2,0,37,1,0,0,0,0,1,1,2,2,3,8,6,2,0,2,2,3,0,8,0,0,1,3,4,2,3,4,1,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0
Mumbai Suburban,3560918,3,0,1,1,0,6,10,0,0,1,2,2,3,3,0,0,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,10,0,0,0,4,0,1,1,2,2,14,8,6,0,4,3,2,4,14,0,0,7,1,6,12,7,2,5,0,0,0,0,0,0,0,12,0,1,0,0,0,0,1,0,0,0,1
Mumbai Suburban,3561958,2,0,1,1,0,6,4,0,0,1,0,0,5,5,0,0,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,0,0,20,0,16,1,0,8,2,1,2,2,5,0,5,0,5,0,0,0,5,0,0,1,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0
Mumbai Suburban,3566401,3,0,1,1,0,22,22,0,0,1,11,11,21,21,5,5,5,5,32,13,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,22,0,0,0,9,1,1,1,2,3,9,3,6,0,4,1,1,3,9,0,0,2,1,6,9,2,1,6,0,0,0,0,0,0,0,3,0,4,1,0,0,0,0,1,0,0,1
Mumbai Suburban,3568330,3,0,1,1,0,6,9,0,0,1,6,6,5,5,1,1,1,1,5,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,1,3,0,0,0,1,0,0,1,2,2,2,0,2,0,0,2,0,0,2,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Mumbai Suburban,3574346,3,0,1,1,0,6,12,0,0,1,9,9,12,12,3,3,3,3,12,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,6,400,30,0,0,0,0,2,1,1,1,2,12,2,10,0,12,0,0,0,1,11,0,1,9,2,8,5,2,3,2,0,0,0,0,0,6,1,1,8,0,1,1,0,0,0,0,0,0
