pseudocode,state,district,block,rural_urban,lgd_urban_local_body_name,lgd_ward_name,lgd_vill_name,lgd_vill_panchayat_name,lgd_block_name,school_category,school_type,lowclass,highclass,managment,pincode,special_school_for_cwsn,shift_school,resi_school,resi_type,minority_school,medium_instr1,medium_of_instr2,medium_of_instr3,medium_of_instr4,aff_board_sec,aff_board_hsec,approachable_road,pre_primary,anganwadi_yn,avg_instr_days,cce_yn,same_sch_b,same_sch_g,other_sch_b,other_sch_g,anganwadi_ecce_b,anganwadi_ecce_g
4884855,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/North MCGM - Ward No.2",,,,11,3,11,12,5,400068,2,2,3,0,1,19,0,0,0,0,2,1,9,9,175,1,0,0,0,0,0,0
9888078,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","G/North - Ward No. 192",,,,6,3,5,10,4,400028,2,2,3,0,2,10,0,0,0,2,0,1,9,2,109,1,0,0,0,0,0,0
3856803,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","N - Ward No. 124",,,,3,3,5,12,4,400079,2,1,3,0,2,10,19,0,0,2,2,1,9,2,220,1,0,0,0,0,0,0
7696124,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","K/East - Ward No. 84",,,,3,3,5,12,5,400059,2,1,3,0,1,19,0,0,0,2,2,1,9,9,220,1,0,0,0,0,0,0
4385810,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/North - Ward No. 7",,,,6,3,5,10,5,400068,2,1,3,0,2,19,0,0,0,2,0,1,9,9,220,1,0,0,0,0,0,0
4446080,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","A - Ward No. 225",,,,6,3,5,10,4,400007,2,2,3,0,2,10,0,0,0,2,0,1,9,2,0,1,0,0,0,0,0,0
1674001,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","P/North - Ward No. 48",,,,3,3,1,12,5,400095,2,1,3,0,2,19,0,0,0,2,2,1,2,9,248,1,0,0,0,0,0,0
2569538,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","G/North - Ward No. 190",,,,6,2,5,10,4,400016,2,2,3,0,1,19,0,0,0,2,0,1,9,2,0,1,0,0,0,0,0,0
8088593,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","K/East - Ward No. 73",,,,6,3,5,10,4,400060,2,2,3,0,2,10,0,0,0,2,0,1,9,2,230,1,0,0,0,0,0,0
4937148,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","H/East - Ward No. 94",,,,3,3,5,12,4,400051,2,1,3,0,2,10,19,0,0,2,2,1,9,2,220,1,0,0,0,0,0,0
2356243,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","D - Ward No. 218",,,,6,3,5,10,4,400004,2,2,3,0,1,3,0,0,0,2,0,1,9,2,230,1,0,0,0,0,0,0
9116342,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC2 ( SION )",2,"Greater Mumbai_Municipal Corporations","F/South - Ward No. 203",,,,7,3,8,10,4,400012,2,1,3,0,1,5,0,0,0,2,0,1,9,0,240,1,0,0,0,0,0,0
7958563,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","S - Ward No. 112",,,,3,3,5,12,4,400078,2,1,3,0,1,4,19,0,0,2,2,1,9,2,230,1,0,0,0,0,0,0
5154910,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/South - Ward No. 30",,,,3,3,1,12,5,400067,2,2,3,0,1,19,0,0,0,4,4,1,1,9,204,1,3,4,0,1,0,0
6024023,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","L - Ward No. 169",,,,6,3,5,10,5,400024,2,2,3,0,1,19,0,0,0,2,0,1,9,9,0,1,0,0,0,0,0,0
8628395,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","M/East - Ward No. 147",,,,8,3,9,10,5,400074,2,2,3,0,2,19,0,0,0,2,0,1,9,9,221,1,0,0,0,0,0,0
9020807,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","M/East - Ward No. 139",,,,7,3,8,10,4,400043,2,2,3,0,1,18,0,0,0,2,0,1,9,0,237,1,0,0,0,0,0,0
9010888,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","K/East - Ward No. 78",,,,6,3,5,10,5,400060,2,2,3,0,1,19,0,0,0,2,0,1,9,9,0,1,0,0,0,0,0,0
4181334,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","H/West - Ward No. 102",,,,3,3,5,12,4,400050,2,1,3,0,1,18,19,0,0,2,2,1,9,2,220,1,0,0,0,0,0,0
6821944,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","T - Ward No. 108",,,,6,3,5,10,5,400080,2,2,3,0,2,19,0,0,0,2,0,1,9,9,230,1,0,0,0,0,0,0
8666817,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","K/West - Ward No. 70",,,,3,3,1,12,5,400049,2,2,3,0,2,19,4,10,0,4,4,1,2,9,0,1,0,0,16,20,0,0
5371954,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC2 ( SION )",2,"Greater Mumbai_Municipal Corporations","F/North - Ward No. 177",,,,6,3,5,10,4,400019,2,2,3,0,1,3,19,0,0,2,0,1,9,2,189,1,0,0,0,0,0,0
9704017,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","S - Ward No. 115",,,,7,3,6,10,5,400078,2,2,3,0,2,19,0,0,0,2,0,1,9,9,220,1,0,0,0,0,0,0
3524114,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","D - Ward No. 214",,,,11,2,11,12,4,400026,2,1,3,0,1,19,0,0,0,0,2,1,9,0,230,1,0,0,0,0,0,0
8990373,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC2 ( SION )",2,"Greater Mumbai_Municipal Corporations","F/North - Ward No. 177",,,,6,3,5,10,4,400019,2,2,3,0,1,19,0,0,0,2,0,1,9,2,0,1,0,0,0,0,0,0
2771735,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","S - Ward No. 113",,,,3,3,5,12,4,400078,2,2,3,0,2,10,19,4,0,2,2,1,9,2,227,1,0,0,0,0,0,0
2968324,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/North MCGM - Ward No.1",,,,11,3,11,12,5,400103,2,1,3,0,1,19,0,0,0,0,2,1,9,9,0,2,0,0,0,0,0,0
5313306,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","K/West - Ward No. 67",,,,3,3,5,12,4,400058,2,2,3,0,1,19,0,0,0,2,2,1,9,2,220,1,0,0,0,0,0,0
1130259,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/Central - Ward No. 10",,,,3,3,1,12,5,400092,2,2,3,0,1,19,0,0,0,3,3,1,1,9,204,1,10,14,1,2,0,0
7371715,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","P/North - Ward No. 35",,,,6,3,5,10,5,400050,2,2,3,0,1,19,10,4,0,2,0,1,9,9,0,1,0,0,0,0,0,0
6694261,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","L - Ward No. 160",,,,6,3,5,10,4,400084,2,2,3,0,2,10,0,0,0,2,0,1,9,2,0,1,0,0,0,0,0,0
8157868,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","K/West - Ward No. 69",,,,3,3,1,12,5,400049,2,2,3,0,2,19,0,0,0,4,4,1,2,9,212,1,4,1,1,0,0,1
9864365,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","N - Ward No. 131",,,,6,3,5,10,5,400075,2,2,3,0,2,19,0,0,0,2,0,1,9,9,220,1,0,0,0,0,0,0
7083178,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","L - Ward No. 162",,,,3,3,5,12,5,400072,2,1,3,0,1,19,0,0,0,2,2,1,9,9,230,1,0,0,0,0,0,0
8603645,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","D - Ward No. 217",,,,1,3,1,5,5,400004,2,2,3,0,1,19,0,0,0,0,0,1,1,9,183,1,22,9,4,1,0,0
9205883,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","P/North - Ward No. 35",,,,3,3,1,12,5,400064,2,2,3,0,1,19,0,0,0,3,3,1,1,9,200,1,0,48,0,1,0,0
8876036,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","G/South - Ward No. 197",,,,7,3,8,10,4,400018,2,2,3,0,2,10,0,0,0,2,0,1,9,0,220,1,0,0,0,0,0,0
6499643,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","M/West - Ward No. 154",,,,6,3,5,10,5,400074,2,2,3,0,1,19,4,10,0,2,0,1,9,9,0,1,0,0,0,0,0,0
6324940,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","B - Ward No. 223",,,,7,3,8,10,4,400009,2,2,3,0,2,10,0,0,0,2,0,1,9,0,0,1,0,0,0,0,0,0
5979266,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","M/East - Ward No. 144",,,,6,3,5,10,4,400088,2,2,3,0,1,19,10,4,0,2,0,1,9,2,195,1,0,0,0,0,0,0
6968838,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","P/North - Ward No. 44",,,,7,3,8,10,5,400097,2,2,3,0,1,19,10,4,0,2,0,1,9,9,0,1,0,0,0,0,0,0
6823035,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC2 ( SION )",2,"Greater Mumbai_Municipal Corporations","F/North - Ward No. 172",,,,6,3,5,10,4,400022,2,1,3,0,1,3,19,0,0,2,0,1,9,2,212,1,0,0,0,0,0,0
1873889,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","P/North - Ward No. 48",,,,6,3,5,10,5,400095,2,1,3,0,1,19,0,0,0,2,0,1,9,9,0,2,0,0,0,0,0,0
6579936,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","L - Ward No. 166",,,,6,1,5,10,4,400070,2,2,3,0,1,18,0,0,0,2,0,1,9,2,0,1,0,0,0,0,0,0
8696260,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","D - Ward No. 217",,,,6,3,5,10,4,400004,2,2,3,0,2,3,0,0,0,2,0,1,9,2,235,1,0,0,0,0,0,0
2809616,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","K/East - Ward No. 72",,,,6,3,5,10,4,400060,2,2,3,0,2,10,0,0,0,2,0,1,9,2,233,1,0,0,0,0,0,0
9213224,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","H/East - Ward No. 94",,,,7,3,6,10,5,400051,2,2,3,0,2,19,4,10,0,2,0,1,9,9,0,1,0,0,0,0,0,0
5532239,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","S - Ward No. 115",,,,6,3,5,10,4,400078,2,2,3,0,2,10,0,0,0,2,0,1,9,2,222,1,0,0,0,0,0,0
9221961,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","L - Ward No. 165",,,,6,3,1,10,5,400070,2,1,3,0,1,19,0,0,0,1,0,1,1,9,220,1,0,0,3,0,96,106
1701393,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","H/West - Ward No. 100",,,,6,3,1,10,5,400050,2,2,3,0,1,19,0,0,0,3,0,1,2,9,225,1,10,5,0,0,0,0
2385992,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","E - Ward No. 211",,,,6,3,5,10,5,400011,2,2,3,0,2,19,0,0,0,2,0,1,9,9,0,1,0,0,0,0,0,0
3715502,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC2 ( SION )",2,"Greater Mumbai_Municipal Corporations","F/North - Ward No. 175",,,,6,3,5,10,5,400037,2,2,3,0,2,19,0,0,0,2,0,1,9,9,213,1,0,0,0,0,0,0
6146195,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","K/East - Ward No. 82",,,,11,3,11,12,4,400059,2,2,3,0,1,19,0,0,0,0,2,1,9,0,0,1,0,0,0,0,0,0
7839185,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","S - Ward No. 116",,,,6,3,5,10,5,400078,2,2,3,0,2,19,0,0,0,2,0,1,9,9,0,1,0,0,0,0,0,0
3854770,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","M/East - Ward No. 138",,,,3,3,1,12,5,400043,2,1,3,0,2,19,10,4,0,2,2,1,2,9,0,1,9,16,4,7,0,0
1622822,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","H/West - Ward No. 100",,,,6,2,1,10,5,400050,2,2,2,3,1,19,0,0,0,3,0,1,1,9,0,1,0,45,0,0,0,0
2737874,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC2 ( SION )",2,"Greater Mumbai_Municipal Corporations","F/South - Ward No. 203",,,,11,3,11,12,4,400012,2,1,3,0,1,19,0,0,0,0,2,1,9,0,0,1,0,0,0,0,0,0
3520321,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","M/West - Ward No. 152",,,,6,3,5,10,4,400071,2,1,3,0,2,10,0,0,0,2,0,1,9,2,235,1,0,0,0,0,0,0
7450863,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/South - Ward No. 20",,,,6,3,5,10,4,400067,2,2,3,0,2,10,19,0,0,2,0,1,9,2,0,1,0,0,0,0,0,0
8684630,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","G/North - Ward No. 191",,,,5,3,8,12,4,400016,2,1,3,0,2,10,19,0,0,2,2,1,9,0,0,1,0,0,0,0,0,0
1872624,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","L - Ward No. 159",,,,3,3,5,12,4,400072,2,1,3,0,2,10,19,0,0,2,2,1,9,2,0,1,0,0,0,0,0,0
8556621,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","L - Ward No. 159",,,,5,3,8,12,4,400072,2,2,3,0,2,10,19,0,0,2,2,1,9,0,0,1,0,0,0,0,0,0
5931505,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","P/South - Ward No. 54",,,,3,3,5,12,4,400063,2,2,3,0,2,10,19,0,0,2,2,1,9,2,234,1,0,0,0,0,0,0
6389366,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/North - Ward No. 4",,,,6,3,5,10,4,400068,2,2,3,0,1,3,0,0,0,2,0,1,9,2,220,1,0,0,0,0,0,0
2269823,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","L - Ward No. 157",,,,6,3,1,10,5,400004,2,1,3,0,2,19,10,4,0,2,0,1,2,9,5,1,37,29,0,0,0,0
3977587,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","L - Ward No. 162",,,,6,3,5,10,5,400072,2,1,3,0,2,19,0,0,0,2,0,1,9,9,222,1,0,0,0,0,0,0
6904213,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","P/South - Ward No. 54",,,,6,3,5,10,5,400063,2,1,3,0,1,19,0,0,0,2,0,1,9,9,220,1,0,0,0,0,0,0
1435633,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","N - Ward No. 124",,,,3,3,1,12,5,400072,2,1,3,0,1,19,0,0,0,3,3,1,2,9,180,1,79,86,1,1,0,0
9896154,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","M/East - Ward No. 146",,,,6,3,1,10,101,400094,2,2,3,0,2,19,0,0,0,1,0,1,2,2,211,1,29,34,11,5,1,0
6152244,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","E - Ward No. 211",,,,6,2,5,10,4,400008,2,1,3,0,1,18,0,0,0,2,0,1,9,2,234,1,0,0,0,0,0,0
4263471,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","K/West - Ward No. 69",,,,6,3,1,10,5,400049,2,2,3,0,1,19,0,0,0,3,0,1,1,9,220,2,56,58,0,1,0,0
7056210,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","S - Ward No. 114",,,,3,3,5,12,4,400078,2,1,3,0,2,10,19,4,0,2,2,1,9,2,215,1,0,0,0,0,0,0
2763387,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","S - Ward No. 117",,,,6,3,1,10,5,400042,2,2,3,0,2,19,10,4,0,2,0,1,2,9,0,1,0,0,21,23,0,0
4602567,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","P/South - Ward No. 56",,,,3,3,5,12,4,400102,2,2,3,0,1,3,19,0,0,2,2,1,9,2,214,1,0,0,0,0,0,0
7421510,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","H/West - Ward No. 98",,,,3,3,5,12,4,400052,2,2,3,0,1,3,0,0,0,2,2,1,9,2,206,1,0,0,0,0,0,0
9334755,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","M/West - Ward No. 154",,,,3,3,5,12,4,400074,2,1,3,0,1,19,4,0,0,2,2,1,9,2,221,1,0,0,0,0,0,0
2787336,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","E - Ward No. 213",,,,7,3,8,10,4,400008,2,1,3,0,1,18,0,0,0,2,0,1,9,0,0,1,0,0,0,0,0,0
7358086,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","H/West - Ward No. 98",,,,6,3,5,10,5,400052,2,2,3,0,1,19,0,0,0,2,0,1,9,9,215,1,0,0,0,0,0,0
7904808,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/South - Ward No. 23",,,,6,3,5,10,5,400101,2,1,3,0,2,4,10,19,0,2,0,1,9,9,0,1,0,0,0,0,0,0
7116787,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/Central - Ward No. 16",,,,6,3,5,10,4,400091,2,2,3,0,2,10,0,0,0,2,0,1,9,2,230,1,0,0,0,0,0,0
2344040,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","P/North - Ward No. 38",,,,6,3,5,10,5,400097,2,2,3,0,1,19,0,0,0,2,0,1,9,9,0,1,0,0,0,0,0,0
2424914,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","M/West - Ward No. 154",,,,6,3,1,10,5,400072,2,1,3,0,1,19,0,0,0,2,0,1,2,9,230,1,0,0,0,0,0,0
5245765,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","M/West - Ward No. 152",,,,3,3,5,12,4,400071,2,2,3,0,1,10,4,0,0,2,2,1,9,2,0,1,0,0,0,0,0,0
9552835,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","M/East - Ward No. 147",,,,3,3,5,12,4,400074,2,1,3,0,2,10,0,0,0,2,2,1,9,2,233,1,0,0,0,0,0,0
1562839,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/South - Ward No. 29",,,,7,3,8,10,4,400101,2,1,3,0,2,4,0,0,0,2,0,1,9,0,235,1,0,0,0,0,0,0
5102701,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","P/North - Ward No. 35",,,,3,3,1,12,5,400064,2,1,3,0,1,19,0,0,0,4,4,1,1,9,0,1,6,4,2,1,0,0
1073258,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/North MCGM - Ward No.2",,,,6,3,5,10,4,400068,2,1,3,0,2,10,19,0,0,2,0,1,9,2,0,1,0,0,0,0,0,0
9411979,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","T - Ward No. 105",,,,3,3,5,12,4,400081,2,1,3,0,2,10,19,0,0,2,2,1,9,2,231,1,0,0,0,0,0,0
9188838,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC6 ( MALAD (W) )",2,"Greater Mumbai_Municipal Corporations","P/North - Ward No. 33",,,,6,3,5,10,4,400095,2,1,3,0,1,18,0,0,0,2,0,1,9,2,231,1,0,0,0,0,0,0
7680061,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC3 ( GHATKOPAR )",2,"Greater Mumbai_Municipal Corporations","N - Ward No. 131",,,,11,3,11,12,5,400077,2,1,3,0,2,19,0,0,0,0,2,1,9,9,190,1,0,0,0,0,0,0
5302084,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","S - Ward No. 111",,,,3,3,5,12,4,400042,2,1,3,0,2,10,19,0,0,2,2,1,9,2,223,1,0,0,0,0,0,0
1790880,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC4 ( MULUND )",2,"Greater Mumbai_Municipal Corporations","L - Ward No. 169",,,,7,3,6,10,4,400024,2,2,3,0,2,10,0,0,0,2,0,1,9,0,0,1,0,0,0,0,0,0
2032692,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/South - Ward No. 20",,,,6,3,5,10,4,400067,2,1,3,0,1,4,0,0,0,2,0,1,9,2,0,1,0,0,0,0,0,0
6584881,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC7 ( KANDIVALI (E) )",2,"Greater Mumbai_Municipal Corporations","R/Central - Ward No. 15",,,,6,3,5,10,5,400092,2,1,3,0,1,19,0,0,0,2,0,1,9,9,215,1,0,0,0,0,0,0
2240578,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","G/North - Ward No. 191",,,,11,3,11,12,4,400016,2,2,3,0,2,19,10,4,0,0,2,1,9,0,0,2,0,0,0,0,0,0
4561491,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC5 ( ANDHERI )",2,"Greater Mumbai_Municipal Corporations","K/East - Ward No. 85",,,,6,3,1,10,5,400057,2,2,3,0,1,19,0,0,0,3,0,1,1,9,196,1,17,13,0,0,0,0
2341341,"MAHARASHTRA","MUMBAI II","MUMBAI_DYD_URC1 ( GRANT ROAD )",2,"Greater Mumbai_Municipal Corporations","A - Ward No. 225",,,,6,2,5,10,4,400001,2,2,3,0,1,19,0,0,0,2,0,1,9,2,0,1,0,0,0,0,0,0
